# Index   sigma           rh                Mvir_rh            Mvirl           rp                vdiff_mean   d_mean          rs              
  35      57.5274384947   0.0968560336536   1.0531731845E12    601.903780642   0.205516010566    106.42616    1.5203737135    1.34264603809   
  36      48.8945955174   0.150563417543    1.18267173709E12   640.569749213   0.165451405597    53.96256     0.7708937145    1.08997715657   
  37      61.2600254094   0.0691088770906   8.521405272E11     384.949233367   0.294803457969    74.948       1.0706857145    1.49349195028   
  38      27.2574517824   0.101937714366    2.48844723021E11   203.303597598   0.112125342179    32.97712     0.4711017145    0.634178033717  
  39      101.349601338   0.163176711914    5.50712971502E12   3020.13745886   0.220055183083    122.91472    1.7559245715    2.34315036578   
  40      24.5186768821   0.188374289437    3.72082056388E11   227.461371984   0.199160212032    34.47608     0.492515428     0.576561471264  
  41      92.3372337918   0.116887299627    3.27449313549E12   2358.13035752   0.15984914435     109.42408    1.563201143     2.09899098278   
  42      54.5332186677   0.154890021421    1.51345231357E12   1123.08283349   0.179451439977    115.41992    1.648856        1.15661650965   
  43      63.8931394739   0.0841074383151   1.12814754126E12   510.490169139   0.1598772004      92.93552     1.327650286     1.44797428195   
  44      12.9524947705   0.148748879879    8.19942870859E10   49.5799793345   0.176949486664    26.98128     0.3854468575    0.305715184372  
  45      51.9447256759   0.0326337740468   2.89316535062E11   703.344445907   0.0449400079074   109.42408    1.5632011425    1.11763734253   
  46      26.8514277788   0.50807732759     1.20361508275E12   284.07061658    0.564793155006    55.46152     0.7923074285    0.765437730597  
  47      54.7525220401   0.28320643672     2.78955170793E12   893.438250169   0.288414045418    115.41992    1.648856        1.25465198981   
  48      115.358257987   0.160386786061    7.01276041838E12   2579.99096269   0.21109681225     140.90224    2.0128891425    2.70458099681   
  49      31.1873348472   0.33215495822     1.061500749E12     334.338063862   0.416026369789    65.95424     0.9422034285    0.712393424604  
  50      28.8590353428   0.142727108511    3.9056482429E11    298.434507891   0.153215440132    58.45944     0.835134857     0.679913859979  
  51      49.4631564339   0.122158482111    9.81997360447E11   924.580947627   0.129117907406    59.9584      0.8565485715    1.1475525672    
  52      29.2030169198   0.0711748213098   1.99436601302E11   168.407759628   0.15686034341     34.47608     0.4925154285    0.697696734439  
  53      60.6703429901   0.0716933433202   8.67071223052E11   405.253131915   0.283164048401    73.44904     1.049272        1.46417399515   
  54      32.5963970117   0.123993159799    4.3287246761E11    138.951968734   0.226488065265    65.95424     0.9422034285    0.829077285889  
  55      65.4221583791   0.144847227738    2.03696216604E12   906.543256893   0.178397799223    82.4428      1.1777542855    1.42728120332   
  56      54.1288548792   0.235448106767    2.26660540732E12   786.020735133   0.313756731995    112.422      1.6060285715    1.20961460996   
  57      45.3337316936   0.0845460400179   5.70898957045E11   722.45559902    0.0933040375025   85.44072     1.220581715     1.06170240893   
  58      58.9675614258   0.214458998278    2.45015550185E12   655.409690337   0.288132287707    73.44904     1.049272        1.33649069082   
  59      76.7191620132   0.167289509859    3.23518744548E12   1560.43835637   0.178462070377    92.93552     1.327650286     1.78378874542   
  60      11.2171895129   0.0808173855608   3.34114982133E10   25.1252547072   0.171606435298    13.49064     0.1927234286    0.353162749526  
  61      38.2357244439   0.23145031261     1.11178153493E12   410.683966049   0.282374116486    80.94384     1.1563405715    0.830684547826  
  62      25.9435099914   0.0708434877774   1.56668050452E11   234.996392451   0.0740790911409   31.47816     0.449688        0.602422105835  
  63      49.037353764    0.252911389336    1.99823001554E12   810.633801554   0.327449359771    92.93552     1.3276502855    1.19979905393   
  64      113.929725511   0.117509818906    5.01154111804E12   2718.3440896    0.145703220034    139.40328    1.9914754285    2.66351064348   
  65      9.79116572188   0.288082086934    9.0741947552E10    33.4922517759   0.361116780434    11.99168     0.171309714     0.288491324391  
  66      34.99000623     0.0690421555341   2.77731679442E11   179.181411145   0.205891678691    55.46152     0.7923074285    0.800022748895  
  67      36.7440590653   0.141828634459    6.29160170468E11   391.378401364   0.165463009983    38.97296     0.5567565715    0.835211229265  
  68      49.9453432008   0.270670941729    2.21847570145E12   735.9580041     0.28367601889     59.9584      0.8565485715    1.16950261691   
  69      50.005289624    0.111078149962    9.12606527388E11   930.96653146    0.128919603123    56.96048     0.81372114285   1.08963676562   
  70      42.4675940944   0.0664506344116   3.93765339861E11   343.704836295   0.152189208081    50.96464     0.7280662857    0.995805513515  
  71      34.9900062306   0.0233680448327   9.40012125443E10   137.197059801   0.085411441417    41.97088     0.599584        0.81203804404   
  72      35.3025500479   0.379278120709    1.55307698552E12   465.219566027   0.42293087767     41.97088     0.599584        0.853065823748  
  73      53.8699521404   0.237951808615    2.26884709536E12   938.658504462   0.242809543172    65.95424     0.9422034286    1.27384554147   
  74      66.2412945147   0.155511468026    2.24203858303E12   1196.3415811    0.181022154835    104.9272     1.49896         1.5176241104    
  75      29.6105205747   0.0165171065982   4.75827015528E10   66.7968146759   0.0949040919342   34.47608     0.4925154285    0.656728887375  
  76      21.339350956    0.202569917838    3.03082180422E11   155.846392592   0.215352108671    26.98128     0.385446858     0.496287522869  
  77      49.4631564336   0.158011528402    1.27020982192E12   864.472487994   0.165218518251    59.9584      0.8565485715    1.14958385068   
  78      36.7440590653   0.179647578699    7.96927233131E11   349.604582629   0.241486074601    68.95216     0.985030857     0.862796124703  
  79      49.463156434    0.284212285374    2.28470188253E12   812.078666096   0.28744101116     82.4428      1.17775428575   1.17261410132   
  80      64.7624738485   0.172917652392    2.3829187222E12    854.232165079   0.218774957448    89.9376      1.2848228572    1.46459515888   
  81      59.8083161592   0.234277995258    2.75345313446E12   1299.09670569   0.278132139772    125.91264    1.7987520005    1.3387169267    
  82      45.3337316938   0.254288751657    1.71709027507E12   571.883371265   0.275587262612    94.43448     1.349064        1.10250657473   
  83      21.9392766145   0.20661597347     3.2676199607E11    120.879917894   0.331775838085    25.48232     0.364033143     0.679259569565  
  84      72.1164387885   0.18463536897     3.15505171712E12   1703.01919101   0.186312465956    86.93968     1.2419954285    1.66574657292   
  85      41.6364453471   0.362972550847    2.06749330889E12   675.010485576   0.39628358701     86.93968     1.241995429     0.986559509057  
  86      21.7564461219   0.0768110471929   1.19460034562E11   185.82447403    0.0852434483204   44.9688      0.6424114285    0.490858298136  
  87      41.4200257425   0.191468247637    1.07929590769E12   581.214388321   0.234731237783    64.45528     0.9207897145    0.984864517704  
  88      32.8709620609   0.228736840958    8.12052276094E11   298.431471178   0.255884855615    43.46984     0.620997714     0.841425825108  
  89      37.1494857428   0.103943062221    4.71328996396E11   187.529130662   0.183503156961    73.44904     1.0492719995    0.898186093305  
  90      56.934176382    0.255583627319    2.72208795164E12   963.529917873   0.263697869813    112.422      1.606028571     1.33709254781   
  91      99.5602366318   0.345364536702    1.12479303849E13   3815.16912941   0.373354019494    121.41576    1.734510857     2.33601595685   
  92      72.2409564738   0.382997321053    6.56728327943E12   2009.20237974   0.422271128154    152.89392    2.184198857     1.58120152076   
  93      35.6683893539   0.143150016928    5.98386021981E11   376.265898951   0.193482199354    40.47192     0.5781702855    0.77821685753   
  94      47.2324386481   0.273289979155    2.0032146362E12    861.525305019   0.300433342311    97.4324      1.3918914285    1.08490241975   
  95      57.4231905588   0.280974063133    3.04413500442E12   824.710702245   0.30949749844     83.94176     1.1991679995    1.35128419559   
  96      22.2107006677   0.385170854318    6.24310981471E11   188.475031658   0.4396434083      46.46776     0.663825143     0.653369945665  
  97      31.1873348476   0.400210982736    1.27899417856E12   338.908223405   0.416347243164    65.95424     0.9422034285    0.768518644359  
  98      69.2916677387   0.355907276843    5.61464025367E12   1537.82023561   0.357307304457    74.948       1.0706857145    1.5561503466    
  99      94.2638091601   0.222771534815    6.50388280117E12   3386.95548223   0.253937566444    115.41992    1.648856        2.21169864029   
  100     31.2513089354   0.133047663124    4.26939870546E11   261.317203086   0.143600479512    49.46568     0.706652572     0.747412257192  
  101     33.413324349    0.108028001462    3.96276896878E11   354.795553807   0.109480583114    40.47192     0.578170286     0.783022169763  
  102     46.850327247    0.234160147415    1.68873412419E12   623.57569857    0.279507310942    70.45112     1.0064445715    1.14690620302   
  103     40.2957325485   0.135092947975    7.20732039198E11   314.875502518   0.17780223585     44.9688      0.642411429     0.922796768016  
  104     55.441260084    0.0931936195923   9.4118588123E11    955.216269047   0.0942391184416   107.92512    1.541787429     1.28830689668   
  105     48.2986735802   0.227365617991    1.74268237347E12   832.945148839   0.275218260865    59.9584      0.856548571     1.09770645912   
  106     23.3504420187   0.072626684383    1.30109638096E11   38.6479271684   0.233862232363    28.48024     0.40686057145   0.641375687572  
  107     122.422204363   0.238014572369    1.17205226043E13   5521.7390336    0.279518815821    149.896      2.1413714285    2.8597782294    
  108     65.0547872478   0.33341506109     4.63624923503E12   1473.64227062   0.349794113378    79.44488     1.134926857     1.53666041611   
  109     49.5236865276   0.162573470512    1.31008250685E12   629.127850857   0.176668346002    104.9272     1.49896         1.08977356804   
  110     41.7083356681   0.466559029092    2.66670734791E12   663.805797082   0.509253007677    44.9688      0.6424114285    0.993526789087  
  111     30.8007000462   0.175334081748    5.46525659334E11   373.464927725   0.194773136334    59.9584      0.856548571     0.73180397492   
  112     38.7287741702   0.21055112349     1.03764334288E12   518.126406483   0.24276676033     77.94592     1.1135131425    0.897548282045  
  113     43.8102242699   0.321152458119    2.02528078417E12   554.988083822   0.33138394945     92.93552     1.327650286     1.01820293512   
  114     70.4776922942   0.295715873227    4.82615233628E12   1568.23419494   0.36792351383     79.44488     1.134926857     1.62318581416   
  115     43.8102242699   0.153782797578    9.69799037795E11   642.177208239   0.177605284702    46.46776     0.663825143     0.963762124518  
  116     42.1371019572   0.141175537963    8.23591425163E11   396.594988656   0.256138352898    49.46568     0.7066525715    1.02443302068   
  117     21.3393509564   0.380738855448    5.69655967262E11   166.792298822   0.422444903598    23.98336     0.3426194285    0.556050666689  
  118     15.737097124    0.143295623073    1.16601789159E11   59.9861113714   0.212191112276    17.98752     0.2569645715    0.355288445124  
  119     73.6510029659   0.229821717176    4.09610833905E12   1600.33515915   0.247073830598    80.94384     1.1563405714    1.57116686126   
  120     55.6749250447   0.13400438303     1.36477583589E12   642.793423231   0.277943597885    65.95424     0.942203429     1.32328633122   
  121     48.2158994425   0.309626167991    2.36505498558E12   713.849377336   0.328491524271    71.95008     1.027858286     1.11826842265   
  122     43.81022427     0.205857566162    1.29819767056E12   585.490362484   0.242404096405    46.46776     0.663825143     1.01585964729   
  123     35.3025500488   0.175833237452    7.20006083872E11   309.149871855   0.197445814436    71.95008     1.0278582855    0.86280173293   
  124     21.9392766145   0.114705463849    1.81406043772E11   144.509558459   0.166304349798    46.46776     0.6638251435    0.468623029087  
  125     47.0417709268   0.0489780212789   3.56116092952E11   615.279572873   0.054141774235    92.93552     1.3276502857    1.08832449175   
  126     50.1846992521   0.192493438958    1.59287472804E12   694.00253573    0.293564702196    53.96256     0.7708937143    1.05065842717   
  127     30.5729051607   0.133734142766    4.10713289229E11   282.59476771    0.156515674605    35.97504     0.513929143     0.725773369962  
  128     31.8526550716   0.188530479338    6.28486405397E11   269.187583233   0.285319531519    59.9584      0.8565485715    0.838583326166  
  129     26.9257057318   0.145436041189    3.46440992052E11   253.666616023   0.180615465235    49.46568     0.706652572     0.634724531409  
  130     62.4546680214   0.0846088335712   1.08434768132E12   654.669708516   0.216718841279    116.91888    1.6702697145    1.45658878413   
  131     24.7618432638   0.128528458542    2.58933521933E11   178.297022367   0.157131353285    26.98128     0.3854468575    0.531337703364  
  132     66.6021213024   0.0649345668173   9.46400825045E11   531.930977982   0.128147063809    73.44904     1.049272        1.43010883778   
  133     62.6143580496   0.0446246147124   5.74837885322E11   731.1514898     0.10479141665     70.45112     1.0064445715    1.35695539337   
  134     58.7639904107   0.211004129838    2.39406839174E12   1157.13964896   0.211929370678    92.93552     1.3276502855    1.35893172045   
  135     72.9836014739   0.369827593804    6.47251300282E12   2052.07113523   0.401848470853    86.93968     1.2419954285    1.69921402437   
  136     53.0103694825   0.166411796208    1.53648671562E12   756.891143835   0.182547679726    64.45528     0.920789714     1.2606633976    
  137     40.8861776731   0.272858964473    1.49869855512E12   632.788417534   0.314076553267    49.46568     0.7066525715    0.991971015663  
  138     58.8149492218   0.255871072873    2.90816927539E12   965.498096342   0.269080955106    104.9272     1.4989600005    1.42005169786   
  139     34.2982080133   0.188038847788    7.26797592685E11   352.610912977   0.236397456327    50.96464     0.728066286     0.844254456624  
  140     26.1734421958   0.102083482163    2.29773637663E11   253.831490217   0.114946959971    31.47816     0.449688        0.611884879303  
  141     59.3557877208   0.214694147477    2.48524604085E12   1095.89795631   0.242683800057    62.95632     0.899376        1.24960967595   
  142     25.9435099924   0.0460802561662   1.01904975671E11   145.035152059   0.0562458315238   31.47816     0.449688        0.602632939953  
  143     18.5343775739   0.0373699190981   4.2179478762E10    19.9228333698   0.278103603426    38.97296     0.5567565715    0.400168324098  
  144     31.9465697371   0.0865657346462   2.90280273232E11   302.252065882   0.127751140728    37.474       0.535342857     0.715749379227  
  145     65.7267324576   0.157464396206    2.23506159255E12   1168.55536436   0.169705314827    139.40328    1.991475429     1.3811698866    
  146     56.2992028876   0.188569165221    1.96380431183E12   1167.61856567   0.221013187455    103.42824    1.4775462855    1.33257032058   
  147     19.7852625732   0.424317565587    5.45754953312E11   151.7592532     0.460825429908    32.97712     0.471101715     0.594789509521  
  148     44.5336618155   0.340753441173    2.2204454223E12    731.370296483   0.401499595656    47.96672     0.685238857     0.985793867808  
  149     47.3591240033   0.309850294134    2.28340145272E12   686.648322649   0.321728787237    50.96464     0.72806628575   1.13113746659   
  150     60.1745269173   0.224772364592    2.67418422427E12   984.169459463   0.253894704345    86.93968     1.2419954285    1.41382106455   
  151     63.7836395827   0.12233611339     1.63529576442E12   702.457854211   0.302091421712    77.94592     1.113513143     1.4856438061    
  152     43.028246667    0.114630932963    6.9732007023E11    336.41928242    0.243496440436    89.9376      1.2848228572    0.944420175799  
  153     33.9470225739   0.29179278883     1.10484402682E12   358.293872193   0.344099363093    40.47192     0.5781702855    0.905554039713  
  154     22.2107006675   0.225415550383    3.65368775749E11   151.322617889   0.244404779555    43.46984     0.6209977142    0.615137788594  
  155     21.3393509553   0.170838624709    2.55606278692E11   124.094491037   0.19863165992     23.98336     0.3426194285    0.575477831694  
  156     56.7409106068   0.193049479487    2.04213418998E12   1226.47400886   0.220831588389    119.9168     1.713097143     1.23769850088   
  157     25.7115216364   0.230936560074    5.01615895511E11   161.550687555   0.258106371279    31.47816     0.449688        0.691561754519  
  158     45.4876667096   0.187374451783    1.27385716629E12   575.534816642   0.277299616998    50.96464     0.728066286     1.07185244872   
  159     7.4781263419    0.257535287715    4.73200701971E10   17.9519205169   0.312061356151    11.99168     0.171309714     0.234777389197  
  160     17.7077592481   0.252942936343    2.60599040432E11   122.120351739   0.276911996642    37.474       0.535342857     0.461338581056  
  161     44.5336618162   0.120208529083    7.83312641578E11   403.560814349   0.152244727514    47.96672     0.685238857     0.981349710906  
  162     54.1288548775   0.0769812452093   7.41080950021E11   1053.51984165   0.0787014947323   62.95632     0.899376        1.20263110167   
  163     37.9473466778   0.14047111815     6.64619237975E11   309.392754942   0.268312199155    79.44488     1.1349268575    0.832136614955  
  164     61.5851870641   0.220208122218    2.7441566683E12    1241.38100081   0.221349381227    71.95008     1.027858286     1.34341222014   
  165     27.8015663612   0.114316252259    2.90315047885E11   265.096264018   0.119368842282    31.47816     0.449688        0.61157878705   
  166     77.4188614737   0.309184072725    6.08882809778E12   2341.17740409   0.339965016801    91.43656     1.3062365715    1.76563507996   
  167     65.9996473997   0.244589954816    3.50061932855E12   1272.86475324   0.353580402669    73.44904     1.049272        1.51562043979   
  168     35.4155184974   0.179945477311    7.41568345787E11   253.670002629   0.228810272095    41.97088     0.59958399995   0.839288052237  
  169     20.0360363666   0.434114074014    5.72598923758E11   151.263343761   0.457762888877    23.98336     0.3426194285    0.614645076597  
  170     57.4231905593   0.303921639763    3.29275411368E12   1250.25261921   0.347001464158    68.95216     0.985030857     1.33361089684   
  171     36.7440590646   0.16135199958     7.15766967262E11   454.222084661   0.173333698625    65.95424     0.9422034285    0.865040491814  
  172     84.6643369853   0.0877226427399   2.06602593585E12   2471.04454646   0.109511630967    101.92928    1.4561325715    1.94234483816   
  173     64.9011022068   0.188377871237    2.60709627186E12   594.988736902   0.32145820931     116.91888    1.670269714     1.58302481694   
  174     60.3733419752   0.136599932169    1.63592713655E12   1171.82321158   0.172813255347    67.4532      0.963617143     1.29051506564   
  175     45.7285176512   0.158699447128    1.09036700092E12   725.434658565   0.162831776726    76.44696     1.0920994285    1.06552866495   
  176     19.4287421553   0.103226503675    1.28027606415E11   113.995830673   0.10455727478     40.47192     0.5781702855    0.45109102442   
  177     64.499807358    0.14111033916     1.92885112926E12   556.791536855   0.252532555622    97.4324      1.3918914285    1.50039456948   
  178     35.6683893538   0.0308493508208   1.28954370488E11   260.679394219   0.0649468963397   52.4636      0.74948         0.805794117099  
  179     42.842177702    0.131413815937    7.92514362835E11   245.840517912   0.234984369591    77.94592     1.113513143     1.0608133155    
  180     54.3130298063   0.238814646479    2.3146858558E12    847.004099856   0.270751911482    91.43656     1.306236571     1.26816078918   
  181     59.2716070126   0.343522636445    3.96526122915E12   1354.03782589   0.381522725946    77.94592     1.113513143     1.35387316251   
  182     64.8703215066   0.414850864872    5.73597354239E12   1621.66431252   0.47160489459     136.40536    1.948648        1.49776925165   
  183     56.7409106067   0.149493596574    1.5813872462E12    672.451299739   0.271917369932    119.9168     1.713097143     1.31875598676   
  184     12.0746683946   0.297713145192    1.42617058546E11   52.0641126985   0.352080901506    25.48232     0.364033143     0.337119721968  
  185     60.4725043883   0.142040637069    1.7066778804E12    1046.12207678   0.154615518914    73.44904     1.049272        1.41857452709   
  186     49.2811200741   0.193540409004    1.5443859196E12    716.059566955   0.224539720199    83.94176     1.1991680005    1.1884476593    
  187     43.120980065    0.18916012405     1.15565945055E12   290.36384705    0.296119625708    83.94176     1.199168        1.09051015143   
  188     18.5343775731   0.0556004927856   6.27563521947E10   57.5217093937   0.142302742635    23.98336     0.3426194286    0.464726760452  
  189     21.1040697737   0.298152457992    4.36308688094E11   157.985456271   0.30593199448     25.48232     0.364033143     0.583511805963  
  190     37.0687551467   0.0776083806014   3.50386741008E11   142.441222446   0.174922756734    47.96672     0.68523885715   0.866567903248  
  191     45.2896541613   0.067315960299    4.53668988561E11   622.254269975   0.0708044913268   49.46568     0.7066525714    0.95788682437   
  192     70.6616520485   0.113111592007    1.85565710011E12   1244.68709483   0.173146669835    74.948       1.0706857143    1.44684594956   
  193     57.839054946    0.136891032633    1.50466706491E12   964.825493839   0.14276213196     119.9168     1.713097143     1.30459374697   
  194     69.0751533007   0.271619706414    4.258219351E12     1347.42280569   0.286946498161    88.43864     1.263409143     1.52305228523   
  195     45.1571634207   0.164346768094    1.10112725936E12   504.886079508   0.290082139217    53.96256     0.7708937145    1.031398057     
  196     50.5811090387   0.0594390825191   4.99656833007E11   622.521129273   0.0872708468112   76.44696     1.0920994286    1.14260751954   
  197     6.16014001877   0.079973108665    9.97121737921E9    13.6785486428   0.0817448872556   7.4948       0.1070685715    0.161174098624  
  198     19.0131060233   0.229686986748    2.72813318988E11   103.295522585   0.270721463359    38.97296     0.5567565715    0.592278230167  
  199     28.2293078832   0.232948703987    6.09935341265E11   221.378558399   0.255450468682    49.46568     0.7066525715    0.683892682774  
  200     43.2597074361   0.0361047626682   2.22000876648E11   121.420724472   0.126511546541    91.43656     1.3062365715    0.95122966361   
  201     90.7445288195   0.0223025726638   6.03418890283E11   515.983529868   0.155694877741    110.92304    1.584614857     2.11283656973   
  202     32.5963970117   0.202457138568    7.06798030629E11   341.088256461   0.211681172081    38.97296     0.5567565715    0.762374337829  
  203     31.9465697357   0.228415943336    7.65945586985E11   326.706151801   0.312384660678    65.95424     0.942203429     0.728599217252  
  204     58.7639904094   0.203860813109    2.31301979413E12   920.257098229   0.303909413418    106.42616    1.5203737145    1.37471788343   
  205     69.9657410197   0.126415535357    2.03326677227E12   1667.3107012    0.143211934476    82.4428      1.1777542855    1.58176063813   
  206     27.8374625224   0.2139836143      5.44832302253E11   253.108988801   0.22493809624     32.97712     0.4711017145    0.654244331622  
  207     58.1490014905   0.0817450171262   9.08173554348E11   929.42113187    0.0916630387734   64.45528     0.9207897145    1.24705894178   
  208     14.754586117    0.133236386465    9.53015463651E10   53.3865704621   0.19318296043     28.48024     0.4068605715    0.454790689247  
  209     49.5236865277   0.417127479842    3.36138124351E12   957.081015064   0.456748053457    53.96256     0.770893714     1.14665995372   
  210     30.9946203251   0.110026236029    3.47289726695E11   279.258762687   0.115617520002    50.96464     0.7280662855    0.733103368922  
  211     11.0377028979   0.202609937373    8.11037959321E10   25.3132489639   0.253445336281    13.49064     0.192723429     0.462020764251  
  212     11.2171895116   0.0916738499579   3.78997743133E10   19.9976984519   0.252501959562    22.4844      0.321205714     0.26014881809   
  213     35.6683893527   0.242882602323    1.01528143217E12   425.53870463    0.259791943554    74.948       1.070685714     0.858148738372  
  214     101.60546053    0.347099318192    1.17736439149E13   3674.51152752   0.408630943924    124.41368    1.777338286     2.38102689255   
  215     40.886177672    0.159750880383    8.7744382545E11    392.295826179   0.298214520763    49.46568     0.7066525715    1.02444123096   
  216     61.9892406506   0.119034555667    1.50289530197E12   1289.23451756   0.119482083042    74.948       1.0706857143    1.43256496497   
  217     31.5692348103   0.115209280175    3.77258134468E11   303.192420678   0.116411333377    37.474       0.535342857     0.727366108259  
  218     38.104914193    0.179458426453    8.5614804691E11    399.394006843   0.20537551065     65.95424     0.9422034285    0.894773139082  
  219     30.9946203255   0.0530344761127   1.67399425627E11   111.957516964   0.190323107051    61.45736     0.8779622855    0.773890937637  
  220     8.47939824429   0.172510580548    4.07538686435E10   21.1294419381   0.189320007121    8.99376      0.128482286     0.23132800181   
  221     79.5814602065   0.0574417313483   1.19529297621E12   1410.19499049   0.0684403559907   91.43656     1.3062365715    1.74649416436   
  222     10.6696754859   0.152946977135    5.72092636979E10   41.5209303549   0.157232782067    22.4844      0.321205714     0.281663402398  
  223     75.5385949926   0.143245810499    2.68560893682E12   2225.68610758   0.156812774663    85.44072     1.2205817145    1.63676015806   
  224     43.0282466671   0.204210337115    1.24224729694E12   567.75793876    0.259200479285    58.45944     0.8351348575    1.02078602546   
  225     29.2030169208   0.436556325109    1.22325996975E12   326.837062345   0.495856550027    32.97712     0.471101714     0.808260050592  
  226     9.8926312866    0.306908882199    9.86861352558E10   35.4349775119   0.314795110586    10.49272     0.149896        0.356702212371  
  227     66.6321020022   0.251035961575    3.66206464523E12   833.378552809   0.338007009536    76.44696     1.0920994285    1.55764570829   
  228     31.2513089347   0.179006019414    5.74416753795E11   319.725325403   0.211443036255    62.95632     0.8993759995    0.724120388249  
  229     28.6854977779   0.237371978719    6.41766835108E11   270.369345271   0.250895911105    32.97712     0.4711017143    0.664832371333  
  230     45.4876667101   0.230081759503    1.5642009644E12    542.805861344   0.254284932821    68.95216     0.9850308565    1.05259346522   
  231     40.6903146176   0.336376791028    1.82991601381E12   601.687036637   0.353601085926    49.46568     0.706652571     0.982576989391  
  232     17.6512750233   0.118716113339    1.21530384536E11   91.0162857134   0.124084702717    20.98544     0.299792        0.43885898774   
  233     30.6055510923   0.164091165583    5.05020080396E11   276.347996373   0.198492475386    37.474       0.535342857     0.766846973138  
  234     48.2158994432   0.132375031705    1.01113620577E12   383.448820529   0.198079831425    71.95008     1.027858285     1.11720632798   
  235     58.7639904102   0.391700238327    4.44425974184E12   1312.90264096   0.446271067999    70.45112     1.0064445715    1.37521355167   
  236     37.3906317099   0.0723076840395   3.32149111968E11   337.869264548   0.130880349885    74.948       1.07068571435   0.857322558789  
