#Index sep_deg12 sep_arcmin12 sep_deg13 sep_arcmin13 sep_deg23 sep_arcmin23 z12 z13 z23
1 0.085701541527 5.14209249162 0.0538661785704 3.23197071422 0.139078758776 8.34472552659 0.00013 0.0001 3e-05
2 0.148864749422 8.93188496534 0.0319236250814 1.91541750488 0.146073638388 8.76441830327 0.00037 0.00013 0.0005
3 0.0155199340218 0.93119604131 0.0792021552614 4.75212931568 0.0891768350622 5.35061010373 0.00046 2e-05 0.00048
4 0.0776318345501 4.65791007301 0.0594772766695 3.56863660017 0.0611403143497 3.66841886098 6e-05 0.00029 0.00035
5 0.154074345671 9.24446074029 0.203990673545 12.2394404127 0.050410559974 3.02463359844 5e-05 0.00011 0.00016
6 0.091228094496 5.47368566976 0.00997786212267 0.59867172736 0.0818661442521 4.91196865512 0.0002 0.00021 1e-05
7 0.0693973083574 4.16383850144 0.123993350623 7.4396010374 0.113516010153 6.81096060921 0.0003 0.0005 0.0002
8 0.139917159802 8.39502958812 0.0778782716913 4.67269630148 0.21264776751 12.7588660506 0.00026 5e-05 0.00021
9 0.0835872339666 5.01523403799 0.0634086645911 3.80451987547 0.0339622520553 2.03773512332 0.00038 0.00031 7e-05
10 0.121078527739 7.26471166435 0.0208236246481 1.24941747888 0.110847944582 6.65087667495 0.00028 0.0004 0.00068
11 0.109318932541 6.55913595248 0.0488583728111 2.93150236867 0.0670170407141 4.02102244285 5e-05 0.00012 7e-05
12 0.0219430449856 1.31658269914 0.0502582503321 3.01549501993 0.0284853794331 1.70912276598 0.00028 0.00011 0.00039
13 0.102976792863 6.17860757176 0.071739258081 4.30435548486 0.154606797602 9.27640785612 3e-05 5e-05 8e-05
14 0.0196425553628 1.17855332177 0.116750925216 7.00505551294 0.110774804444 6.64648826667 0.00049 0.00024 0.00025
15 0.110622972905 6.63737837432 0.0507366927757 3.04420156654 0.0928747110583 5.5724826635 8e-05 0.00021 0.00013
16 0.184455728507 11.0673437104 0.0393899896108 2.36339937665 0.207922549492 12.4753529695 0.00014 2e-05 0.00012
17 0.00691857716035 0.415114629621 0.0245481726361 1.47289035816 0.023094512348 1.38567074088 0.00048 0.00031 0.00079
18 0.0535634840777 3.21380904466 0.0679011965129 4.07407179077 0.0190417665603 1.14250599362 0.00031 5e-05 0.00036
19 0.0505872271822 3.03523363093 0.00632818148058 0.379690888835 0.0515222372052 3.09133423231 0.00035 0.00044 9e-05
20 0.092458329572 5.54749977432 0.0741099884158 4.44659930495 0.0870622395405 5.22373437243 2e-05 0.00023 0.00021
21 0.113257663551 6.79545981307 0.0254303203033 1.5258192182 0.122179186991 7.33075121945 0.00016 0.0001 6e-05
22 0.550057846193 33.0034707716 0.291485170495 17.4891102297 0.344781784799 20.6869070879 0.00016 0.0 0.00016
23 0.088146657189 5.28879943134 0.1815958672 10.895752032 0.0962859138356 5.77715483013 6e-05 0.00032 0.00038
24 0.0164132357513 0.98479414508 0.0790448440419 4.74269064251 0.0626906597516 3.7614395851 0.00023 0.00022 0.00045
25 0.316429371381 18.9857622829 0.254660305925 15.2796183555 0.090895001315 5.4537000789 0.0001 0.00034 0.00044
26 0.0695001624288 4.17000974573 0.0597624809196 3.58574885518 0.0697860432916 4.1871625975 0.00039 0.00023 0.00062
27 0.0949080383917 5.6944823035 0.0801558365557 4.80935019334 0.146264549854 8.77587299124 0.00052 0.00015 0.00067
28 0.0861159254709 5.16695552826 0.082486667134 4.94920002804 0.0397929227539 2.38757536523 0.00025 0.00047 0.00022
29 0.0859506913704 5.15704148222 0.0174900674046 1.04940404428 0.0909944036194 5.45966421717 0.00054 2e-05 0.00056
30 0.0210787287777 1.26472372666 0.0312043795688 1.87226277413 0.0378110352102 2.26866211261 1e-05 0.00022 0.00023
31 0.169674293798 10.1804576279 0.143237415658 8.59424493947 0.187675383347 11.2605230008 0.00026 0.0 0.00026
32 0.254909324017 15.294559441 0.245402045437 14.7241227262 0.100089547447 6.0053728468 0.00016 3e-05 0.00013
33 0.0328030334015 1.96818200409 0.125038343804 7.50230062823 0.0982471130232 5.89482678139 0.00022 0.0001 0.00012
34 0.0727399600045 4.36439760027 0.151047217485 9.06283304908 0.22184812546 13.3108875276 2e-05 0.0002 0.00022
35 0.0938857211043 5.63314326626 0.012702227014 0.76213362084 0.081201980756 4.87211884536 0.00024 0.00047 0.00023
36 0.031174933943 1.87049603658 0.0603407556387 3.62044533832 0.0314997098619 1.88998259172 0.00033 3e-05 0.00036
37 0.00671778219035 0.403066931421 0.1085222836 6.51133701597 0.114967490302 6.89804941811 0.00027 0.00023 0.0005
38 0.0499813219789 2.99887931873 0.0244848082769 1.46908849661 0.0278562072334 1.671372434 0.00014 8e-05 0.00022
39 0.0611206033008 3.66723619805 0.0193817992997 1.16290795798 0.0652222774942 3.91333664965 0.00031 0.00051 0.00082
40 0.0449774792375 2.69864875425 0.0448900964497 2.69340578698 0.0742540467138 4.45524280283 4e-05 0.00019 0.00015
41 0.0173071443191 1.03842865915 0.0599363377377 3.59618026426 0.0561354217059 3.36812530235 0.00053 0.0002 0.00073
42 0.0481300383666 2.887802302 0.0303112249611 1.81867349767 0.078243167962 4.69459007772 0.0004 0.00037 3e-05
43 0.060779152248 3.64674913488 0.0520072955876 3.12043773526 0.00960644314828 0.576386588897 0.00012 0.0005 0.00038
44 0.0891606783527 5.34964070116 0.0337886238516 2.0273174311 0.0743790005539 4.46274003323 0.0001 8e-05 2e-05
45 0.00688058866862 0.412835320117 0.0256595514589 1.53957308753 0.0207858133249 1.24714879949 0.00039 0.00034 5e-05
46 0.0699379385672 4.19627631403 0.0739366579574 4.43619947744 0.143801341388 8.62808048326 0.00021 0.00016 5e-05
47 0.136016818709 8.16100912253 0.157453380999 9.44720285997 0.113162017542 6.78972105252 0.00041 0.00036 5e-05
48 0.0451175917035 2.70705550221 0.0623409922004 3.74045953203 0.0177238028791 1.06342817275 0.00053 0.00041 0.00094
49 0.1339492064 8.03695238397 0.0593687464787 3.56212478872 0.186652548385 11.1991529031 0.00021 0.00023 2e-05
50 0.0300270982952 1.80162589771 0.0457009736381 2.74205841829 0.0572581377862 3.43548826717 0.00023 0.00016 7e-05
