# Index   NLSS   f_NLSS   dNN    kLSS    QQLSS   Qt      Qratio   sigma           rh                Mvir_rh            Mvirl           rp                v_mean      d_mean          rs              
  160     9      1        1.57   -1.4    -5.47   -1.98   1.0      17.7077592481   0.252942936343    2.60599040432E11   122.120351739   0.276911996642    37.474      0.535342857     0.461338581056  
  161     27     1        1.72   -0.94   -4.76   -2.39   1.0      44.5336618162   0.120208529083    7.83312641578E11   403.560814349   0.152244727514    47.96672    0.685238857     0.981349710906  
  162     8      1        1.11   -1.44   -4.56   -1.02   1.0      54.1288548775   0.0769812452093   7.41080950021E11   1053.51984165   0.0787014947323   62.95632    0.899376        1.20263110167   
  163     24     1        1.55   -0.78   -5.29   -1.24   1.0      37.9473466778   0.14047111815     6.64619237975E11   309.392754942   0.268312199155    79.44488    1.1349268575    0.832136614955  
  164     31     1        1.02   -0.21   -4.64   -3.21   0.96     61.5851870641   0.220208122218    2.7441566683E12    1241.38100081   0.221349381227    71.95008    1.027858286     1.34341222014   
  165     13     1        1.06   -1.52   -4.54   -0.71   1.0      27.8015663612   0.114316252259    2.90315047885E11   265.096264018   0.119368842282    31.47816    0.449688        0.61157878705   
  166     20     1        1.83   -1.19   -4.78   -1.89   1.0      77.4188614737   0.309184072725    6.08882809778E12   2341.17740409   0.339965016801    91.43656    1.3062365715    1.76563507996   
  167     6      1        1.29   -0.98   -4.63   -1.62   1.0      65.9996473997   0.244589954816    3.50061932855E12   1272.86475324   0.353580402669    73.44904    1.049272        1.51562043979   
  168     115    1        1.04   -0.75   -4.69   -3.92   0.86     35.4155184974   0.179945477311    7.41568345787E11   253.670002629   0.228810272095    41.97088    0.59958399995   0.839288052237  
  169     22     1        1.57   -0.93   -4.55   -2.89   0.98     20.0360363666   0.434114074014    5.72598923758E11   151.263343761   0.457762888877    23.98336    0.3426194285    0.614645076597  
  170     5      1        1.07   -1.9    -4.91   -2.3    1.0      57.4231905593   0.303921639763    3.29275411368E12   1250.25261921   0.347001464158    68.95216    0.985030857     1.33361089684   
  171     7      1        2.43   -1.9    -5.27   -1.19   1.0      36.7440590646   0.16135199958     7.15766967262E11   454.222084661   0.173333698625    65.95424    0.9422034285    0.865040491814  
  172     9      1        2.34   -1.84   -5.29   -0.19   1.0      84.6643369853   0.0877226427399   2.06602593585E12   2471.04454646   0.109511630967    101.92928   1.4561325715    1.94234483816   
  173     88     1        1.11   -0.62   -4.42   -3.9    0.77     64.9011022068   0.188377871237    2.60709627186E12   594.988736902   0.32145820931     116.91888   1.670269714     1.58302481694   
  174     18     1        1.38   -1.8    -5.55   -1.63   1.0      60.3733419752   0.136599932169    1.63592713655E12   1171.82321158   0.172813255347    67.4532     0.963617143     1.29051506564   
  175     9      1        1.25   -1.66   -4.86   -1.33   1.0      45.7285176512   0.158699447128    1.09036700092E12   725.434658565   0.162831776726    76.44696    1.0920994285    1.06552866495   
  176     54     1        1.07   -0.43   -4.39   -1.55   1.0      19.4287421553   0.103226503675    1.28027606415E11   113.995830673   0.10455727478     40.47192    0.5781702855    0.45109102442   
  177     16     1        1.05   -1.4    -4.25   -2.7    0.97     64.499807358    0.14111033916     1.92885112926E12   556.791536855   0.252532555622    97.4324     1.3918914285    1.50039456948   
  178     38     1        1.09   -1.0    -4.65   0.59    1.0      35.6683893538   0.0308493508208   1.28954370488E11   260.679394219   0.0649468963397   52.4636     0.74948         0.805794117099  
  179     11     1        2.01   -1.42   -5.54   -2.73   1.0      42.842177702    0.131413815937    7.92514362835E11   245.840517912   0.234984369591    77.94592    1.113513143     1.0608133155    
  180     22     1        1.33   -0.88   -4.51   -2.21   0.99     54.3130298063   0.238814646479    2.3146858558E12    847.004099856   0.270751911482    91.43656    1.306236571     1.26816078918   
  181     30     1        1.86   -1.3    -5.04   -2.95   0.99     59.2716070126   0.343522636445    3.96526122915E12   1354.03782589   0.381522725946    77.94592    1.113513143     1.35387316251   
  182     36     1        1.4    -0.87   -4.81   -3.22   0.97     64.8703215066   0.414850864872    5.73597354239E12   1621.66431252   0.47160489459     136.40536   1.948648        1.49776925165   
  183     5      1        2.05   -1.83   -6.0    -0.73   1.0      56.7409106067   0.149493596574    1.5813872462E12    672.451299739   0.271917369932    119.9168    1.713097143     1.31875598676   
  184     8      1        1.41   -1.47   -5.3    -1.97   1.0      12.0746683946   0.297713145192    1.42617058546E11   52.0641126985   0.352080901506    25.48232    0.364033143     0.337119721968  
  185     10     1        1.29   -1.05   -4.98   -1.54   1.0      60.4725043883   0.142040637069    1.7066778804E12    1046.12207678   0.154615518914    73.44904    1.049272        1.41857452709   
  186     41     1        1.29   -0.69   -4.33   -1.51   1.0      49.2811200741   0.193540409004    1.5443859196E12    716.059566955   0.224539720199    83.94176    1.1991680005    1.1884476593    
  187     26     1        1.36   -0.68   -4.91   -3.62   0.95     43.120980065    0.18916012405     1.15565945055E12   290.36384705    0.296119625708    83.94176    1.199168        1.09051015143   
  188     8      1        1.4    -1.74   -5.18   -0.65   1.0      18.5343775731   0.0556004927856   6.27563521947E10   57.5217093937   0.142302742635    23.98336    0.3426194286    0.464726760452  
  189     1      1        2.69   0.0     -5.9    -1.72   1.0      21.1040697737   0.298152457992    4.36308688094E11   157.985456271   0.30593199448     25.48232    0.364033143     0.583511805963  
  190     4      0        1.6    -1.04   -5.9    -3.09   1.0      37.0687551467   0.0776083806014   3.50386741008E11   142.441222446   0.174922756734    47.96672    0.68523885715   0.866567903248  
  191     55     1        1.03   -1.4    -6.04   -2.21   1.0      45.2896541613   0.067315960299    4.53668988561E11   622.254269975   0.0708044913268   49.46568    0.7066525714    0.95788682437   
  192     36     1        1.54   -0.91   -5.06   -0.76   1.0      70.6616520485   0.113111592007    1.85565710011E12   1244.68709483   0.173146669835    74.948      1.0706857143    1.44684594956   
  193     16     1        2.01   -1.5    -5.56   -2.17   1.0      57.839054946    0.136891032633    1.50466706491E12   964.825493839   0.14276213196     119.9168    1.713097143     1.30459374697   
  194     77     1        1.12   -0.59   -3.98   -2.42   0.97     69.0751533007   0.271619706414    4.258219351E12     1347.42280569   0.286946498161    88.43864    1.263409143     1.52305228523   
  195     15     1        1.57   -0.84   -5.05   -0.99   1.0      45.1571634207   0.164346768094    1.10112725936E12   504.886079508   0.290082139217    53.96256    0.7708937145    1.031398057     
  196     22     1        1.24   -0.94   -5.25   -2.0    1.0      50.5811090387   0.0594390825191   4.99656833007E11   622.521129273   0.0872708468112   76.44696    1.0920994286    1.14260751954   
  197     5      1        1.24   -1.74   -4.99   -0.58   1.0      6.16014001877   0.079973108665    9.97121737921E9    13.6785486428   0.0817448872556   7.4948      0.1070685715    0.161174098624  
  198     12     1        2.69   -1.67   -4.63   -0.83   1.0      19.0131060233   0.229686986748    2.72813318988E11   103.295522585   0.270721463359    38.97296    0.5567565715    0.592278230167  
  199     20     1        1.72   -1.3    -4.98   -2.26   1.0      28.2293078832   0.232948703987    6.09935341265E11   221.378558399   0.255450468682    49.46568    0.7066525715    0.683892682774  
  200     46     1        1.11   -0.87   -4.42   -1.99   1.0      43.2597074361   0.0361047626682   2.22000876648E11   121.420724472   0.126511546541    91.43656    1.3062365715    0.95122966361   
  201     5      1        2.34   -1.55   -5.83   1.62    1.0      90.7445288195   0.0223025726638   6.03418890283E11   515.983529868   0.155694877741    110.92304   1.584614857     2.11283656973   
  202     8      1        1.01   -1.4    -5.94   -2.07   1.0      32.5963970117   0.202457138568    7.06798030629E11   341.088256461   0.211681172081    38.97296    0.5567565715    0.762374337829  
  203     5      1        2.31   -1.79   -6.07   -1.61   1.0      31.9465697357   0.228415943336    7.65945586985E11   326.706151801   0.312384660678    65.95424    0.942203429     0.728599217252  
  204     12     1        1.93   -1.45   -5.1    -1.27   1.0      58.7639904094   0.203860813109    2.31301979413E12   920.257098229   0.303909413418    106.42616   1.5203737145    1.37471788343   
  205     9      0        2.37   -1.23   -6.33   -2.71   1.0      69.9657410197   0.126415535357    2.03326677227E12   1667.3107012    0.143211934476    82.4428     1.1777542855    1.58176063813   
  206     29     1        1.76   -1.24   -4.72   -1.77   1.0      27.8374625224   0.2139836143      5.44832302253E11   253.108988801   0.22493809624     32.97712    0.4711017145    0.654244331622  
  207     37     1        1.13   -0.86   -4.4    -0.27   1.0      58.1490014905   0.0817450171262   9.08173554348E11   929.42113187    0.0916630387734   64.45528    0.9207897145    1.24705894178   
  208     21     1        1.21   -0.95   -4.76   -0.62   1.0      14.754586117    0.133236386465    9.53015463651E10   53.3865704621   0.19318296043     28.48024    0.4068605715    0.454790689247  
  209     41     1        1.39   -0.7    -3.79   -1.57   0.99     49.5236865277   0.417127479842    3.36138124351E12   957.081015064   0.456748053457    53.96256    0.770893714     1.14665995372   
  210     30     1        1.28   -1.1    -5.2    -2.07   1.0      30.9946203251   0.110026236029    3.47289726695E11   279.258762687   0.115617520002    50.96464    0.7280662855    0.733103368922  
  211     6      1        1.14   -1.56   -5.83   -3.03   1.0      11.0377028979   0.202609937373    8.11037959321E10   25.3132489639   0.253445336281    13.49064    0.192723429     0.462020764251  
  212     12     1        1.51   -1.5    -5.06   -0.38   1.0      11.2171895116   0.0916738499579   3.78997743133E10   19.9976984519   0.252501959562    22.4844     0.321205714     0.26014881809   
  213     90     1        1.09   -0.44   -3.63   -1.74   0.99     35.6683893527   0.242882602323    1.01528143217E12   425.53870463    0.259791943554    74.948      1.070685714     0.858148738372  
  214     16     1        1.33   -0.74   -4.64   -2.03   1.0      101.60546053    0.347099318192    1.17736439149E13   3674.51152752   0.408630943924    124.41368   1.777338286     2.38102689255   
  215     8      1        1.34   -1.0    -4.62   -1.33   1.0      40.886177672    0.159750880383    8.7744382545E11    392.295826179   0.298214520763    49.46568    0.7066525715    1.02444123096   
  216     56     1        1.39   -0.62   -5.66   -2.64   1.0      61.9892406506   0.119034555667    1.50289530197E12   1289.23451756   0.119482083042    74.948      1.0706857143    1.43256496497   
  217     9      1        1.88   -1.42   -4.92   -1.3    1.0      31.5692348103   0.115209280175    3.77258134468E11   303.192420678   0.116411333377    37.474      0.535342857     0.727366108259  
  218     11     1        2.69   -1.79   -4.89   -1.02   1.0      38.104914193    0.179458426453    8.5614804691E11    399.394006843   0.20537551065     65.95424    0.9422034285    0.894773139082  
  219     88     1        1.14   -0.58   -4.0    0.35    1.0      30.9946203255   0.0530344761127   1.67399425627E11   111.957516964   0.190323107051    61.45736    0.8779622855    0.773890937637  
  220     2      1        1.61   -2.6    -6.23   -1.64   1.0      8.47939824429   0.172510580548    4.07538686435E10   21.1294419381   0.189320007121    8.99376     0.128482286     0.23132800181   
  221     8      1        2.72   -1.94   -5.71   -0.75   1.0      79.5814602065   0.0574417313483   1.19529297621E12   1410.19499049   0.0684403559907   91.43656    1.3062365715    1.74649416436   
  222     16     1        1.68   -1.51   -4.64   -1.23   1.0      10.6696754859   0.152946977135    5.72092636979E10   41.5209303549   0.157232782067    22.4844     0.321205714     0.281663402398  
  223     4      1        1.63   -2.14   -6.56   -1.8    1.0      75.5385949926   0.143245810499    2.68560893682E12   2225.68610758   0.156812774663    85.44072    1.2205817145    1.63676015806   
  224     16     1        1.35   -1.8    -5.93   -2.57   1.0      43.0282466671   0.204210337115    1.24224729694E12   567.75793876    0.259200479285    58.45944    0.8351348575    1.02078602546   
  225     14     1        1.23   -1.35   -4.36   -2.06   1.0      29.2030169208   0.436556325109    1.22325996975E12   326.837062345   0.495856550027    32.97712    0.471101714     0.808260050592  
  226     48     0        1.04   -0.58   -3.79   -2.4    0.96     9.8926312866    0.306908882199    9.86861352558E10   35.4349775119   0.314795110586    10.49272    0.149896        0.356702212371  
  227     17     1        1.15   -0.82   -4.57   -2.59   0.99     66.6321020022   0.251035961575    3.66206464523E12   833.378552809   0.338007009536    76.44696    1.0920994285    1.55764570829   
  228     46     1        1.7    -0.94   -4.98   -2.31   1.0      31.2513089347   0.179006019414    5.74416753795E11   319.725325403   0.211443036255    62.95632    0.8993759995    0.724120388249  
  229     76     1        1.66   -1.58   -5.78   -3.89   0.99     28.6854977779   0.237371978719    6.41766835108E11   270.369345271   0.250895911105    32.97712    0.4711017143    0.664832371333  
  230     19     1        1.06   -1.22   -4.69   -2.18   1.0      45.4876667101   0.230081759503    1.5642009644E12    542.805861344   0.254284932821    68.95216    0.9850308565    1.05259346522   
  231     13     1        1.67   -1.07   -5.62   -3.42   0.99     40.6903146176   0.336376791028    1.82991601381E12   601.687036637   0.353601085926    49.46568    0.706652571     0.982576989391  
  232     8      1        1.37   -0.87   -4.72   -1.41   1.0      17.6512750233   0.118716113339    1.21530384536E11   91.0162857134   0.124084702717    20.98544    0.299792        0.43885898774   
  233     39     1        1.01   -1.01   -4.31   -1.24   1.0      30.6055510923   0.164091165583    5.05020080396E11   276.347996373   0.198492475386    37.474      0.535342857     0.766846973138  
  234     15     1        1.05   -1.44   -4.81   -2.0    1.0      48.2158994432   0.132375031705    1.01113620577E12   383.448820529   0.198079831425    71.95008    1.027858285     1.11720632798   
  235     11     1        2.31   -1.63   -5.26   -2.16   1.0      58.7639904102   0.391700238327    4.44425974184E12   1312.90264096   0.446271067999    70.45112    1.0064445715    1.37521355167   
  236     13     1        1.35   -0.92   -4.8    -0.64   1.0      37.3906317099   0.0723076840395   3.32149111968E11   337.869264548   0.130880349885    74.948      1.07068571435   0.857322558789  
  237     32     1        1.76   -0.87   -4.51   -0.38   1.0      34.9900062309   0.102261853021    4.11362535891E11   204.497256369   0.243273823385    55.46152    0.7923074285    0.800845446221  
  238     20     1        1.26   -0.57   -5.12   -2.99   0.99     19.1178622226   0.258315824874    3.10207794769E11   101.740484103   0.300299688009    22.4844     0.3212057145    0.632152041687  
  239     29     1        1.12   -0.9    -4.88   -2.59   0.99     53.3483773888   0.144224607231    1.3486673174E12    989.482122767   0.145376879697    59.9584     0.8565485715    1.15832285773   
  240     21     1        2.25   -1.48   -4.81   -2.02   1.0      67.6730592721   0.239975958403    3.61095763823E12   1695.32255537   0.25907675236     142.4012    2.034302857     1.49594611679   
  241     6      1        1.16   -1.68   -5.48   -3.43   0.99     19.9361053856   0.444264332991    5.80156454615E11   154.995046417   0.4860276193      22.4844     0.3212057145    0.598933815556  
  242     17     1        1.21   -0.85   -5.84   -0.07   1.0      36.9608400555   0.0417175591704   1.87251625458E11   385.773642463   0.0641892150703   62.95632    0.89937600005   0.860436205044  
  243     31     1        1.66   -0.81   -5.83   -1.02   1.0      19.7852625735   0.116388875204    1.49698740535E11   71.9713832287   0.276418605192    32.97712    0.47110171425   0.596852388299  
  244     23     1        1.01   -1.46   -4.24   -1.12   1.0      91.816653272    0.1878479588      5.20322296553E12   2271.16861541   0.2745168898      112.422     1.6060285715    2.1437358005    
  245     22     1        2.51   -1.76   -5.56   0.38    1.0      89.0336815809   0.049120915093    1.27937585948E12   655.741931403   0.249849348964    107.92512   1.5417874285    2.05580842736   
  246     61     1        1.17   -0.53   -4.96   -0.85   1.0      35.6683893538   0.0915455190145   3.82672388927E11   239.85563974    0.18747742082     46.46776    0.66382514285   0.847545679966  
  247     61     1        1.04   -0.67   -4.92   -2.45   1.0      65.8178298434   0.0920123302972   1.3096528301E12    705.535642462   0.139060153584    71.95008    1.0278582855    1.40401211871   
  248     26     1        1.36   -1.04   -4.15   -1.22   1.0      52.6322593111   0.264524014675    2.40764343969E12   981.473881324   0.297364358806    97.4324     1.391891428     1.27135441297   
  249     7      1        1.31   -1.87   -5.46   -1.77   1.0      25.7890829648   0.166930253824    3.64779052777E11   223.07527515    0.177656474826    31.47816    0.449688        0.613167428296  
  250     47     1        1.29   -0.84   -4.95   -2.27   1.0      39.3427428078   0.210967767362    1.07292264931E12   539.521745191   0.224094577892    44.9688     0.642411429     0.880007703086  
  251     9      1        1.6    -1.66   -5.47   -0.63   1.0      43.535836033    0.0934797164365   5.82149062983E11   503.866672249   0.14317600462     70.45112    1.0064445715    1.00059401334   
  252     76     1        1.08   -0.49   -4.61   -0.23   1.0      47.2112913713   0.104168367723    7.62870212684E11   320.184659603   0.31520323001     98.93136    1.4133051425    1.02933727443   
  253     20     1        1.17   -1.25   -6.06   -3.07   1.0      60.0748726504   0.337428821945    4.0012061924E12    1285.18539932   0.399486278384    64.45528    0.9207897145    1.38128985411   
  254     15     1        1.71   -1.26   -5.18   -0.61   1.0      123.631642543   0.133745096668    6.71676550185E12   3351.36559014   0.243057123194    151.39496   2.162785143     2.8844260613    
  255     25     1        1.12   -0.33   -3.92   -1.69   0.99     15.5455634508   0.147668431914    1.17252912044E11   90.8374866037   0.163056609315    16.48856    0.2355508575    0.380498722301  
  256     7      1        1.46   -2.06   -4.38   -1.26   1.0      46.7222623328   0.2294950136      1.64605377732E12   642.99789702    0.328705813318    64.45528    0.920789714     1.12957807819   
  257     9      1        1.07   -1.81   -5.4    -1.44   1.0      40.072072731    0.181719754395    9.58757543322E11   426.931500092   0.227914172144    80.94384    1.156340571     0.987633367973  
  258     2      1        1.63   -1.56   -4.98   -1.45   1.0      75.4062799579   0.261313999342    4.88203341824E12   1678.18763967   0.343112690626    91.43656    1.3062365715    1.74853428435   
  259     15     1        1.16   -1.51   -5.15   -2.82   1.0      17.1345400089   0.124316774746    1.19921671468E11   40.1487160267   0.218290590678    22.4844     0.321205714     0.485213316602  
  260     24     1        1.04   -0.73   -4.5    -0.95   1.0      59.0690838449   0.155251519689    1.77983346796E12   1068.87186611   0.20701478332     70.45112    1.0064445715    1.34533363016   
  261     32     1        1.02   -0.78   -5.42   -1.58   1.0      49.9853154711   0.0973618904176   7.99276255652E11   655.583775676   0.127201273281    103.42824   1.4775462855    1.1154967387    
  262     36     1        1.43   -1.17   -4.59   -0.97   1.0      51.0136021016   0.0752374166656   6.43322728176E11   894.231770431   0.0756067453785   82.4428     1.1777542855    1.17316357277   
  263     7      1        1.08   -1.5    -4.95   0.82    1.0      25.711521637    0.0561473535958   1.2195732476E11    195.70296189    0.0830590159845   46.46776    0.663825143     0.600341570359  
  264     3      1        1.67   -2.07   -7.2    -0.75   1.0      31.8212885886   0.045625557943    1.5179824541E11    256.130793519   0.0509469945242   58.45944    0.83513485715   0.746628672345  
  265     15     1        1.63   -1.34   -5.7    -2.15   1.0      25.9049895395   0.214602159471    4.73177373443E11   185.123266023   0.340750054005    29.9792     0.4282742855    0.585616881176  
  266     7      1        1.4    -1.72   -5.08   0.6     1.0      22.7438333545   0.0421304875406   7.16055777097E10   68.6487421324   0.129312757949    26.98128    0.3854468575    0.557048187853  
  267     11     1        1.36   -0.92   -4.5    -1.64   1.0      40.6903146182   0.208846083687    1.13613900591E12   464.32142997    0.22803358543     49.46568    0.7066525715    1.0045196566    
  268     45     1        1.2    -0.84   -4.0    -1.29   1.0      33.0527383522   0.177414473866    6.36835079317E11   291.362024851   0.273702903867    40.47192    0.578170286     0.853259199416  
  269     5      1        1.43   -2.07   -5.98   -2.35   1.0      21.9392766152   0.153335109441    2.42498610298E11   126.066706687   0.200710962019    23.98336    0.3426194285    0.585781552304  
  270     16     1        1.7    -1.44   -4.78   0.99    1.0      99.1984905312   0.0332247686688   1.07422469519E12   3476.34169647   0.0404738611582   121.41576   1.734510857     2.31309811433   
  271     76     1        1.25   -0.8    -4.9    -2.25   1.0      40.3947394119   0.149153371909    7.9966066993E11    361.374324505   0.177620691504    61.45736    0.8779622857    0.948045438458  
  272     26     1        1.04   -0.86   -4.87   -0.64   1.0      66.2412945139   0.0857316646268   1.2360098089E12    729.00565085    0.221835252408    77.94592    1.113513143     1.48525955195   
  273     114    1        1.4    -0.99   -4.59   -1.61   1.0      61.9892406507   0.159477909117    2.01352119171E12   1248.69628327   0.173665918648    122.91472   1.75592457145   1.44601114308   
  274     63     1        1.05   -0.57   -4.38   -1.2    1.0      41.6364453474   0.147590173505    8.40674302979E11   539.231501401   0.207489204888    74.948      1.070685714     0.974232965742  
  275     90     1        1.66   -0.88   -5.43   -2.3    1.0      26.8514277787   0.177378927025    4.20203658645E11   166.4908151     0.317646246137    38.97296    0.5567565715    0.607369824512  
  276     42     1        1.28   -1.11   -6.26   -2.49   1.0      58.0458698668   0.107805565148    1.19345725042E12   1185.54987703   0.118609605101    97.4324     1.391891429     1.34430541624   
  277     3      1        2.47   -1.89   -6.42   -0.94   1.0      83.1648920884   0.0876186078491   1.99112921236E12   1984.65860732   0.10561980242     98.93136    1.413305143     1.88538406128   
  278     42     1        1.16   -1.45   -4.95   -1.56   1.0      59.5741008753   0.0906422556975   1.05698478676E12   815.09419534    0.105666793282    97.4324     1.3918914285    1.37998647702   
  279     16     1        1.16   -1.28   -4.87   -3.16   0.98     51.8870199823   0.353949084289    3.13098717939E12   763.427165474   0.36645015678     101.92928   1.4561325715    1.285547666     
  280     21     1        1.23   -0.67   -5.08   -1.17   1.0      26.173442197    0.0922366200261   2.07609921428E11   212.54230042    0.097679964009    52.4636     0.74948         0.604506124079  
  281     27     1        1.44   -0.85   -4.96   -2.25   1.0      21.1984956145   0.17482642051     2.58131014226E11   98.0909457322   0.303964907491    22.4844     0.3212057143    0.669881576227  
  282     86     1        1.06   -0.6    -5.55   -2.27   1.0      35.5562243296   0.189003057514    7.85096685483E11   293.534256701   0.355854039596    67.4532     0.9636171429    0.952261838796  
  283     21     1        1.15   -1.14   -4.22   -0.97   1.0      46.2064533852   0.132756409898    9.31287574646E11   466.275166215   0.160269548625    55.46152    0.7923074285    1.08735675133   
  284     47     1        1.0    -0.49   -4.21   -2.01   0.99     64.5926351456   0.167769276354    2.29986039908E12   1138.04024341   0.190727408715    136.40536   1.9486480005    1.43180208288   
  285     44     1        1.13   -0.44   -3.79   -0.67   1.0      31.1873348476   0.117720636195    3.76211585602E11   215.229533505   0.212508575733    65.95424    0.9422034285    0.662870642447  
  286     51     1        2.67   -1.44   -5.0    -0.75   1.0      96.7109972151   0.0750072596551   2.30503784848E12   2427.87125206   0.083409313947    118.41784   1.6916834285    2.25942967447   
  287     6      1        1.43   -1.17   -5.23   -1.78   1.0      39.5705251471   0.247077766233    1.27116033571E12   450.791501954   0.358479673535    77.94592    1.1135131425    1.02510531186   
  288     60     1        1.14   -0.81   -3.62   -1.17   1.0      47.2112913704   0.218915067453    1.60321014633E12   755.158197238   0.2206317696      53.96256    0.7708937145    1.05853872076   
  289     22     1        1.18   -0.72   -3.92   -1.62   1.0      65.1774743674   0.297323631372    4.14999451145E12   1375.51193322   0.362467387278    112.422     1.606028572     1.57977811174   
  290     18     1        1.2    -0.79   -4.57   -2.24   1.0      45.1571634215   0.189160450399    1.26737952166E12   646.308338803   0.212625725734    70.45112    1.006444572     1.07034040406   
  291     7      0        1.68   -2.03   -5.66   0.36    1.0      44.060245738    0.0676101290926   4.31249529338E11   208.028341879   0.269121768751    80.94384    1.1563405714    1.10573750266   
  292     33     1        1.33   -0.84   -4.21   -2.68   0.97     24.640560037    0.292295961229    5.83105317899E11   219.741801636   0.321562513763    41.97088    0.599584        0.6107917895    
  293     14     1        1.5    -1.6    -5.04   -1.65   1.0      30.211471761    0.234374579527    7.02873727049E11   333.438361377   0.241677032678    46.46776    0.663825143     0.727690927832  
  294     31     1        1.27   -1.09   -4.68   -2.14   1.0      84.4517605492   0.142392269293    3.33677455886E12   1522.1742822    0.174876236019    103.42824   1.4775462855    1.98915436544   
  295     19     1        1.47   -0.85   -4.63   -1.14   1.0      50.5416079714   0.0733509397476   6.1564000174E11    689.977182067   0.0820651100753   106.42616   1.5203737145    1.09928021012   
  296     15     1        1.48   -1.54   -5.51   -1.73   1.0      47.7789826063   0.193497135134    1.45134738164E12   703.524666093   0.242529852694    58.45944    0.8351348575    1.157921845     
  297     17     1        1.95   -1.59   -4.95   -2.98   0.99     27.0736502804   0.0903813638132   2.17668487042E11   59.6379722273   0.255350602622    46.46776    0.6638251425    0.732795736668  
  298     22     1        1.13   -1.45   -6.25   -2.47   1.0      36.8255014832   0.124752619701    5.55865925292E11   521.270709505   0.134122696318    40.47192    0.578170286     0.791782900623  
  299     8      1        1.08   -1.6    -5.32   -2.35   1.0      19.0131060249   0.0977239433911   1.16072720196E11   50.691770447    0.167878600774    28.48024    0.406860571     0.486581464044  
  300     58     1        1.29   -0.65   -5.47   -4.96   0.76     14.1323304097   0.502465252871    3.29728614901E11   76.8137713658   0.541493393399    14.9896     0.21413714285   0.559500344605  
  301     42     1        1.08   -0.92   -5.11   -0.19   1.0      96.7109972151   0.0640076946008   1.96701171763E12   1144.19220456   0.214849135347    118.41784   1.69168342855   2.25572900504   
  302     6      1        1.46   -1.99   -6.28   -3.73   1.0      12.9524947682   0.115159866747    6.34791413499E10   18.6687585247   0.243212937953    26.98128    0.3854468575    0.459620039888  
  303     24     0        1.26   -0.92   -5.18   0.97    1.0      49.1390700193   0.0394817724111   3.13237353199E11   139.63826753    0.298237908107    59.9584     0.8565485715    1.14216173736   
  304     22     1        1.31   -1.25   -4.47   -2.36   0.99     33.4133243499   0.096023912796    3.52242545229E11   119.644550365   0.209912206193    55.46152    0.792307429     0.827908758874  
  305     28     1        1.2    -0.72   -5.6    -2.34   1.0      10.1909683873   0.242331383323    8.26920215465E10   32.4458359752   0.27156965231     11.99168    0.1713097143    0.287640851387  
  306     7      1        1.6    -1.46   -5.62   -2.71   1.0      56.7409106065   0.352480585719    3.72864333695E12   1262.48848382   0.392793527774    68.95216    0.985030857     1.28156085046   
  307     15     1        1.05   -1.14   -4.18   -1.59   1.0      36.8255014832   0.264103709202    1.17677891687E12   467.510834242   0.279599213791    77.94592    1.1135131425    0.877378861952  
  308     28     1        2.15   -1.33   -4.91   -1.91   1.0      54.3130298062   0.23203570003     2.24898162997E12   892.491313751   0.263398190467    64.45528    0.9207897145    1.23992906003   
  309     6      1        1.63   -1.74   -6.61   -3.11   1.0      26.4013719759   0.432311202247    9.9008508978E11    261.171989778   0.475346045715    34.47608    0.492515428     0.760681403355  
  310     3      1        1.17   -2.3    -4.75   -0.16   1.0      51.7135165503   0.121457972523    1.06722799337E12   895.658410016   0.141877714076    109.42408   1.563201143     1.09308109688   
  311     81     1        1.14   -0.91   -4.54   -1.66   1.0      17.1345400094   0.176336537691    1.70102324365E11   72.1101298831   0.309083141368    35.97504    0.5139291425    0.563742437463  
  312     12     1        1.06   -0.66   -5.52   -3.05   1.0      87.025784488    0.323009814195    8.03775289687E12   2625.31837768   0.344088776607    101.92928   1.4561325715    1.99274070719   
  313     22     1        1.51   -1.33   -5.41   -2.29   1.0      20.9139391447   0.228619807538    3.28555372902E11   118.612131756   0.313879126971    40.47192    0.5781702857    0.660623259226  
  314     68     1        1.03   -0.32   -5.24   -2.73   1.0      53.310926786    0.196146032447    1.8316185444E12    720.670268491   0.310842046563    79.44488    1.134926857     1.20428787389   
  315     44     1        1.16   -0.47   -4.19   -2.95   0.95     50.3039501908   0.220824518548    1.83600775446E12   471.333030284   0.299132811427    106.42616   1.52037371435   1.18199891469   
