#Index SIT RA DEC z sigma rh_rp rh_rs Mvir_rh R Mvir_rp Mvirl LS rp
157 1 197.05313 52.4665 0.05462 25.7115216364 0.230936560074 0.647976891965 5.01615895511e+11 0.16527572603 3.58994397822e+11 8.01668488119 62571487210.1 0.258106371279
158 1 180.13168 38.61112 0.03725 45.4876667096 0.187374451783 0.749470704364 1.27385716629e+12 0.174023523044 1.18309145042e+12 36.6850502864 34724149383.6 0.277299616998
159 1 236.63954 41.91759 0.02404 7.4781263419 0.257535287715 0.223940181888 47320070197.1 0.204498675776 37575012646.9 4.02853463345 11746224000.2 0.312061356151
160 1 181.5334 37.32595 0.04373 17.7077592481 0.252942936343 0.380168155647 2.60599040432e+11 0.110594985586 1.13942486543e+11 3.59114097334 72567198661.1 0.276911996642
161 1 147.3584 26.63813 0.05216 44.5336618162 0.120208529083 0.48835653643 7.83312641578e+11 0.104513786404 6.81041276637e+11 20.7071861038 37828058223.4 0.152244727514
162 1 230.57936 21.07348 0.0496 54.1288548775 0.0769812452093 0.787339494423 7.41080950021e+11 0.0367631209482 3.5391020922e+11 22.6236384916 32756930336.2 0.0787014947323
163 1 198.86354 29.07416 0.03508 37.9473466778 0.14047111815 0.47936634089 6.64619237975e+11 0.187654206495 8.87859350495e+11 14.9802656014 44366318706.2 0.268312199155
164 1 241.58371 39.24408 0.03869 61.5851870641 0.220208122218 0.635153275255 2.7441566683e+12 0.120226402638 1.49821941707e+12 161.456192649 16996292451.1 0.221349381227
165 1 225.22896 8.58225 0.05555 27.8015663612 0.114316252259 0.339631799072 2.90315047885e+11 0.06954019693 1.76602759474e+11 2.92633986667 99207563411.1 0.119368842282
166 1 242.06842 36.09335 0.04282 77.4188614737 0.309184072725 1.32317058116 6.08882809778e+12 0.249872056886 4.92078387937e+12 69.3005272776 87861208810.0 0.339965016801
167 1 244.57779 34.11116 0.04725 65.9996473997 0.244589954816 0.969482552908 3.50061932855e+12 0.212128048081 3.03601816272e+12 61.0868247673 57305635738.8 0.353580402669
168 1 231.52318 9.20416 0.00633 35.4155184974 0.179945477311 0.586387182418 7.41568345787e+11 0.0508795631066 2.09678364865e+11 810.224065987 915263291.87 0.228810272095
169 1 233.44917 10.7799 0.0446 20.0360363666 0.434114074014 0.58210205203 5.72598923758e+11 0.194719494399 2.56836116592e+11 17.1268494094 33432822936.1 0.457762888877
170 1 135.19806 29.99028 0.05407 57.4231905593 0.303921639763 1.09928667276 3.29275411368e+12 0.257135092415 2.78585833501e+12 84.6576392795 38894943701.6 0.347001464158
171 1 200.90956 31.12663 0.05847 36.7440590646 0.16135199958 0.778660042861 7.15766967262e+11 0.102419709966 4.54339861798e+11 17.0939323445 41872575182.7 0.173333698625
172 1 168.20113 31.81333 0.07512 84.6643369853 0.0877226427399 1.59930020664 2.06602593585e+12 0.0806580295825 1.89964159591e+12 34.2187488635 60377015655.6 0.109511630967
173 1 179.95233 29.64069 0.029 64.9011022068 0.188377871237 1.4435700453 2.60709627186e+12 0.22116915896 3.06091838702e+12 221.966630421 11745442397.9 0.32145820931
174 1 143.27747 33.13823 0.05009 60.3733419752 0.136599932169 0.546397796002 1.63592713655e+12 0.119614597822 1.43250998296e+12 44.8923701619 36441095238.4 0.172813255347
175 1 239.0967 26.1579 0.0638 45.7285176512 0.158699447128 0.918534781367 1.09036700092e+12 0.0939423291009 6.45444061056e+11 20.7276275237 52604525031.9 0.162831776726
176 1 322.3646 0.0329 0.05238 19.4287421553 0.103226503675 0.326203298441 1.28027606415e+11 0.058262306098 72260352994.9 2.64215670155 48455720412.2 0.10455727478
177 1 148.97823 27.45674 0.05603 64.499807358 0.14111033916 1.17829350802 1.92885112926e+12 0.0323763392695 4.42555371441e+11 27.5873396908 69917982338.2 0.252532555622
178 1 123.26535 24.567 0.02049 35.6683893538 0.0308493508208 0.582866977605 1.28954370488e+11 0.0428144434494 1.789700417e+11 15.6743694552 8227085042.04 0.0649468963397
179 1 201.14291 43.75208 0.04671 42.842177702 0.131413815937 0.973117503093 7.92514362835e+11 0.169682083957 1.02329795154e+12 8.15449709526 97187398999.2 0.234984369591
180 1 225.43393 27.28108 0.05624 54.3130298063 0.238814646479 1.1003607723 2.3146858558e+12 0.13284868756 1.28762193856e+12 50.2959831161 46021286639.5 0.270751911482
181 1 217.67093 16.05354 0.04834 59.2716070126 0.343522636445 0.89326425758 3.96526122915e+12 0.165204389576 1.90694437971e+12 83.8072693233 47314048783.2 0.381522725946
182 1 212.87407 16.75515 0.02724 64.8703215066 0.414850864872 1.00807320177 5.73597354239e+12 0.206503746039 2.85524298966e+12 277.887907833 20641321125.2 0.47160489459
183 1 218.64412 14.09676 0.06967 56.7409106067 0.149493596574 0.874643231774 1.5813872462e+12 0.201123043755 2.12753872808e+12 19.968797344 79192913772.2 0.271917369932
184 1 155.95702 20.9848 0.06587 12.0746683946 0.297713145192 0.297121448817 1.42617058546e+11 0.254195511301 1.21770290304e+11 1.74589271598 81687183434.1 0.352080901506
185 1 154.04855 22.25982 0.06516 60.4725043883 0.142040637069 1.2355651504 1.7066778804e+12 0.109226243037 1.31239916123e+12 23.4788837344 72689907225.2 0.154615518914
186 1 165.71492 36.78349 0.02493 49.2811200741 0.193540409004 1.05763438635 1.5443859196e+12 0.154176657054 1.23027671332e+12 43.2188294758 35734098732.8 0.224539720199
187 1 208.95499 35.15063 0.03454 43.120980065 0.18916012405 0.990785082588 1.15565945055e+12 0.206020160036 1.25866456339e+12 46.7252190355 24733098622.2 0.296119625708
188 1 166.14835 36.65431 0.02112 18.5343775731 0.0556004927856 0.371203726028 62756352194.7 0.0977495143266 1.10330010412e+11 8.73036537409 7188284740.17 0.142302742635
189 1 169.34106 25.06623 0.06973 21.1040697737 0.298152457992 0.540368132465 4.36308688094e+11 0.152848981313 2.2367529338e+11 4.76667355676 91533158899.7 0.30593199448
190 1 137.8669 64.47533 0.01765 37.0687551467 0.0776083806014 0.603891417063 3.50386741008e+11 0.130714438927 5.90150263454e+11 29.2483518771 11979708890.3 0.174922756734
191 1 213.17139 30.85504 0.01446 45.2896541613 0.067315960299 0.320465180572 4.53668988561e+11 0.0462143613716 3.1145693365e+11 53.0796484335 8546947878.33 0.0708044913268
192 1 237.49968 24.80161 0.02352 70.6616520485 0.113111592007 0.160584818411 1.85565710011e+12 0.110633771931 1.81500711601e+12 56.1977248914 33020146343.9 0.173146669835
193 1 140.15466 26.53837 0.04857 57.839054946 0.136891032633 0.903860887527 1.50466706491e+12 0.0930579125723 1.02286595027e+12 42.4574988692 35439371253.3 0.14276213196
194 1 217.96776 54.72192 0.04286 69.0751533007 0.271619706414 0.844721357561 4.258219351e+12 0.114392785772 1.79335137505e+12 108.722888943 39165803929.8 0.286946498161
195 1 219.1385 20.51624 0.06808 45.1571634207 0.164346768094 0.816285091668 1.10112725936e+12 0.217029008164 1.4540995222e+12 14.9772596885 73519941715.3 0.290082139217
196 1 122.26174 50.17868 0.01678 50.5811090387 0.0594390825191 0.855483978331 4.99656833007e+11 0.0506428366542 4.25713828422e+11 128.307090367 3894226200.43 0.0872708468112
197 1 122.5602 51.87254 0.06055 6.16014001877 0.079973108665 0.148216308672 9971217379.21 0.0497205810922 6199267861.0 0.137036347238 72763303898.3 0.0817448872556
198 1 162.7136 17.83013 0.06617 19.0131060233 0.229686986748 0.559855536217 2.72813318988e+11 0.192016776389 2.28070100138e+11 1.94650295868 1.40155614854e+11 0.270721463359
199 1 161.60187 18.53101 0.04867 28.2293078832 0.232948703987 0.617540103253 6.09935341265e+11 0.10765880307 2.81885701302e+11 14.3455469617 42517398806.3 0.255450468682
200 1 200.03462 30.4501 0.04786 43.2597074361 0.0361047626682 0.49035470222 2.22000876648e+11 0.00693125322324 42618872916.2 3.27811275621 67722160022.4 0.126511546541
201 1 151.37941 15.37333 0.05234 90.7445288195 0.0223025726638 1.88373826725 6.03418890283e+11 0.116596938445 3.15464929843e+12 9.73013638773 62015460651.1 0.155694877741
202 1 238.7681 45.48565 0.02786 32.5963970117 0.202457138568 0.62255252904 7.06798030629e+11 0.11030323997 3.85079594299e+11 22.0789279784 32012334626.0 0.211681172081
203 1 205.28862 12.77151 0.04735 31.9465697357 0.228415943336 0.530792313414 7.65945586985e+11 0.234132190158 7.85113837515e+11 13.6272190786 56207035534.5 0.312384660678
204 1 195.7186 7.68066 0.06995 58.7639904094 0.203860813109 1.2369295447 2.31301979413e+12 0.204519164616 2.3204894988e+12 26.9380553671 85864393795.6 0.303909413418
205 1 244.44016 6.06487 0.03788 69.9657410197 0.126415535357 1.1532282008 2.03326677227e+12 0.0808375169264 1.30019017565e+12 60.1223957171 33818791617.0 0.143211934476
206 1 238.2473 8.01648 0.04103 27.8374625224 0.2139836143 0.520183036148 5.44832302253e+11 0.122151137517 3.11013932979e+11 13.0399322487 41781835354.8 0.22493809624
207 1 193.562 9.44151 0.0453 58.1490014905 0.0817450171262 0.525613795429 9.08173554348e+11 0.0678913834366 7.54261986514e+11 13.6905311412 66335889015.5 0.0916630387734
208 1 194.72755 9.30092 0.054 14.754586117 0.133236386465 0.435714375637 95301546365.1 0.144157524167 1.0311323609e+11 1.18575252297 80372206273.2 0.19318296043
209 1 222.11148 34.99806 0.02942 49.5236865277 0.417127479842 0.737962606442 3.36138124351e+12 0.333910302853 2.69078371305e+12 51.1099448932 65767655405.2 0.456748053457
210 1 222.41982 35.6903 0.02901 30.9946203251 0.110026236029 0.630625718091 3.47289726695e+11 0.0771791082335 2.43610182192e+11 9.62536508425 36080680956.5 0.115617520002
211 1 226.85043 34.07611 0.04448 11.0377028979 0.202609937373 0.455927506634 81103795932.1 0.188346915337 75394375932.5 3.07134536872 26406602382.8 0.253445336281
212 1 205.82544 20.31429 0.04966 11.2171895116 0.0916738499579 0.215569017542 37899774313.3 0.189232258228 78232340879.5 0.835411123081 45366614432.3 0.252501959562
213 1 157.96115 20.9256 0.04196 35.6683893527 0.242882602323 0.641661784409 1.01528143217e+12 0.151520356388 6.33375149003e+11 29.9798280152 33865485541.1 0.259791943554
214 1 185.17004 19.10677 0.04501 101.60546053 0.347099318192 2.14438792203 1.17736439149e+13 0.29253256423 9.92273411163e+12 116.965742949 1.00658907626e+11 0.408630943924
215 1 131.42778 19.72571 0.05465 40.886177672 0.159750880383 0.914429306684 8.7744382545e+11 0.18764326979 1.03064488953e+12 11.9078986084 73685866357.2 0.298214520763
216 1 133.66957 20.58361 0.01263 61.9892406506 0.119034555667 1.21073292468 1.50289530197e+12 0.0626504388723 7.91006021069e+11 159.056819971 9448795105.08 0.119482083042
217 1 133.51028 17.34265 0.06678 31.5692348103 0.115209280175 0.566350581176 3.77258134468e+11 0.0501883835372 1.64344190993e+11 5.46603882652 69018561053.3 0.116411333377
218 1 134.14366 16.80949 0.05199 38.104914193 0.179458426453 0.792697565598 8.5614804691e+11 0.093701499839 4.47024738069e+11 11.6385638816 73561313544.9 0.20537551065
219 1 210.28864 21.23789 0.02791 30.9946203255 0.0530344761127 0.688196265782 1.67399425627e+11 0.139378951745 4.39939416334e+11 9.40423401492 17800431737.6 0.190323107051
220 1 188.09499 16.3097 0.05669 8.47939824429 0.172510580548 0.198644178315 40753868643.5 0.0911028454299 21522119883.4 0.522305493157 78026881159.5 0.189320007121
221 1 181.66884 16.47659 0.06231 79.5814602065 0.0574417313483 1.02531303031 1.19529297621e+12 0.0495621181718 1.0313277533e+12 20.6101752518 57995284446.1 0.0684403559907
222 1 166.51729 14.03628 0.06618 10.6696754859 0.152946977135 0.237643509627 57209263697.9 0.0693065819898 25923876361.1 0.526139561517 1.08734008773e+11 0.157232782067
223 1 166.71114 14.45651 0.05186 75.5385949926 0.143245810499 0.825907580758 2.68560893682e+12 0.0611950143358 1.1472997138e+12 46.9477953277 57204154488.5 0.156812774663
224 1 143.68973 13.81601 0.02567 43.0282466671 0.204210337115 0.760401451022 1.24224729694e+12 0.160948535566 9.79078170471e+11 141.756050944 8763275279.36 0.259200479285
225 1 142.25278 12.50369 0.05223 29.2030169208 0.436556325109 0.710660620098 1.22325996975e+12 0.220471763562 6.17776601356e+11 19.2154881965 63660103622.9 0.495856550027
226 1 122.27184 55.44242 0.03129 9.8926312866 0.306908882199 0.343880188753 98686135255.8 0.193693447918 62281865752.6 4.3393642766 22742072102.1 0.314795110586
227 1 194.62871 24.9743 0.07605 66.6321020022 0.251035961575 1.11867779234 3.66206464523e+12 0.223203047088 3.25604340638e+12 29.1465948289 1.25642966759e+11 0.338007009536
228 1 138.93019 15.2197 0.02997 31.2513089347 0.179006019414 0.592127389387 5.74416753795e+11 0.137505106678 4.41243469167e+11 19.2430049858 29850678426.7 0.211443036255
229 1 194.54164 24.34893 0.02261 28.6854977779 0.237371978719 0.470206786112 6.41766835108e+11 0.138977150965 3.75743281952e+11 64.3547416965 9972331769.03 0.250895911105
230 1 333.07242 0.26819 0.04476 45.4876667101 0.230081759503 0.822844730787 1.5642009644e+12 0.0932578941114 6.34009789486e+11 49.9070400864 31342290820.9 0.254284932821
231 1 120.62019 20.51398 0.02863 40.6903146176 0.336376791028 0.872360282389 1.82991601381e+12 0.226270759785 1.2309306047e+12 113.04448437 16187574511.0 0.353601085926
232 1 199.70334 12.3972 0.03679 17.6512750233 0.118716113339 0.374367454893 1.21530384536e+11 0.0816751455111 83611327576.6 4.89243018511 24840494383.7 0.124084702717
233 1 213.15173 -1.03642 0.05383 30.6055510923 0.164091165583 0.705649065113 5.05020080396e+11 0.133702831888 4.114945169e+11 10.6481612061 47427914606.4 0.198492475386
234 1 125.41225 8.3458 0.05233 48.2158994432 0.132375031705 0.861665144962 1.01113620577e+12 0.0334245284716 2.55310616081e+11 20.2136696919 50022396783.0 0.198079831425
235 1 141.74838 20.88351 0.05099 58.7639904102 0.391700238327 1.13538536206 4.44425974184e+12 0.330900180946 3.75441781457e+12 72.2713122561 61494106072.0 0.446271067999
236 1 214.12955 57.81017 0.01044 37.3906317099 0.0723076840395 0.702114494369 3.32149111968e+11 0.0980135325022 4.50230265481e+11 42.656294138 7786637791.2 0.130880349885
237 1 147.4649 10.43199 0.02948 34.9900062309 0.102261853021 0.646630296122 4.11362535891e+11 0.163752762009 6.58718275182e+11 18.7382342681 21953110949.8 0.243273823385
238 1 191.63896 43.74275 0.04053 19.1178622226 0.258315824874 0.598366915081 3.10207794769e+11 0.220277896081 2.64528587875e+11 10.4416460068 29708706325.3 0.300299688009
239 1 187.38191 33.42662 0.03096 53.3483773888 0.144224607231 0.575317917155 1.3486673174e+12 0.0817649977549 7.64597541958e+11 111.856468476 12057124060.6 0.145376879697
240 1 31.68272 13.37163 0.06055 67.6730592721 0.239975958403 0.844367679605 3.61095763823e+12 0.124119170941 1.86764153935e+12 86.7985907266 41601569887.2 0.25907675236
241 1 235.65227 21.12924 0.04731 19.9361053856 0.444264332991 0.550667072176 5.80156454615e+11 0.354734979791 4.63241752536e+11 15.0468758349 38556605436.3 0.4860276193
242 1 236.74536 17.88418 0.01098 36.9608400555 0.0417175591704 0.751374896639 1.87251625458e+11 0.0381980039585 1.7145390269e+11 19.6040047136 9551702735.88 0.0641892150703
243 1 217.10745 17.92437 0.01904 19.7852625735 0.116388875204 0.567538619057 1.49698740535e+11 0.183766959996 2.36360068048e+11 4.43792450586 33731700558.9 0.276418605192
244 1 158.70763 17.45122 0.05572 91.816653272 0.1878479588 1.92767314637 5.20322296553e+12 0.18267640606 5.05997551074e+12 72.9279174439 71347477727.3 0.2745168898
245 1 242.70706 21.05125 0.03793 89.0336815809 0.049120915093 1.75660225362 1.27937585948e+12 0.179670462394 4.67959629442e+12 39.4168563775 32457582289.8 0.249849348964
246 1 219.96739 42.74228 0.00843 35.6683893538 0.0915455190145 0.618728951653 3.82672388927e+11 0.139606367491 5.83573098196e+11 55.3459495723 6914189599.86 0.18747742082
247 1 197.29692 46.31623 0.03543 65.8178298434 0.0920123302972 0.529015585381 1.3096528301e+12 0.0229649052637 3.26869812714e+11 25.1653462606 52041915757.5 0.139060153584
248 1 201.99579 45.75944 0.06053 52.6322593111 0.264524014675 1.15750512534 2.40764343969e+12 0.157083334685 1.42974036102e+12 29.5994124136 81340920084.8 0.297364358806
249 1 201.4399 46.16163 0.0364 25.7890829648 0.166930253824 0.548355103698 3.64779052777e+11 0.102961859906 2.24994144968e+11 14.4766621766 25197731930.6 0.177656474826
250 1 215.92111 47.37185 0.07319 39.3427428078 0.210967767362 0.547064446058 1.07292264931e+12 0.137276360697 6.98148908946e+11 14.0160995078 76549303086.4 0.224094577892
251 1 135.03001 60.0828 0.03901 43.535836033 0.0934797164365 0.828979772211 5.82149062983e+11 0.0992276765781 6.17944738645e+11 17.6085374751 33060614137.1 0.14317600462
252 1 323.75165 -0.51144 0.03016 47.2112913713 0.104168367723 0.569309527616 7.62870212684e+11 0.23454539385 1.71767781718e+12 37.7639058954 20201041036.3 0.31520323001
253 1 245.924 24.17179 0.04306 60.0748726504 0.337428821945 0.856898557686 4.0012061924e+12 0.205393544445 2.43554156747e+12 73.3157577183 54574982472.0 0.399486278384
254 1 156.54637 32.099 0.03682 123.631642543 0.133745096668 2.59438386508 6.71676550185e+12 0.164166920522 8.24456922743e+12 77.0247365278 87202706619.2 0.243057123194
255 1 162.11717 38.29405 0.03322 15.5455634508 0.147668431914 0.282002229918 1.17252912044e+11 0.0758699588073 60242893430.3 4.0496315074 28953970708.1 0.163056609315
256 1 171.13338 39.78687 0.06085 46.7222623328 0.2294950136 0.878153151867 1.64605377732e+12 0.196614155196 1.41021570691e+12 26.0442693449 63202148446.7 0.328705813318
257 1 165.92978 29.24232 0.06567 40.072072731 0.181719754395 0.849925415903 9.58757543322e+11 0.170928410173 9.01822166591e+11 15.4034189687 62243164668.0 0.227914172144
258 1 166.43266 35.88401 0.06827 75.4062799579 0.261313999342 1.50082247829 4.88203341824e+12 0.223757977913 4.18038807151e+12 92.7531876895 52634669921.9 0.343112690626
259 1 145.45628 25.06359 0.05059 17.1345400089 0.124316774746 0.434266665218 1.19921671468e+11 0.0287422207255 27726066398.7 1.53908894849 77917310487.6 0.218290590678
260 1 185.04713 27.68005 0.07976 59.0690838449 0.155251519689 1.0510855308 1.77983346796e+12 0.144007036507 1.65092453658e+12 12.7433219977 1.39667934961e+11 0.20701478332
261 1 247.37737 13.08343 0.03274 49.9853154711 0.0973618904176 0.760565436488 7.99276255652e+11 0.0688836615896 5.65488969809e+11 34.6715638487 23052789286.9 0.127201273281
262 1 245.76239 26.53823 0.03969 51.0136021016 0.0752374166656 0.97128205021 6.43322728176e+11 0.0414687322383 3.5458125943e+11 27.0132714689 23815061752.8 0.0756067453785
263 1 229.25235 15.56642 0.0481 25.711521637 0.0561473535958 0.539580226691 1.2195732476e+11 0.0622709567913 1.35258365963e+11 1.35568881037 89959674983.8 0.0830590159845
264 1 199.06123 41.49446 0.02075 31.8212885886 0.045625557943 0.673347030941 1.5179824541e+11 0.037915387225 1.26146167066e+11 7.28730088943 20830517047.8 0.0509469945242
265 1 223.59264 27.70133 0.03365 25.9049895395 0.214602159471 0.39569033157 4.73177373443e+11 0.255523835628 5.63405781623e+11 17.4044609698 27187131751.1 0.340750054005
266 1 188.54619 21.5423 0.04548 22.7438333545 0.0421304875406 0.466455567778 71605577709.7 0.0960323737164 1.63217992485e+11 2.69359772718 26583619739.2 0.129312757949
267 1 220.73824 17.6367 0.05602 40.6903146182 0.208846083687 0.901317517621 1.13613900591e+12 0.163718594893 8.90641942464e+11 23.2649676133 48834755534.5 0.22803358543
268 1 143.31831 23.13489 0.02559 33.0527383522 0.177414473866 0.791753103435 6.36835079317e+11 0.174889128856 6.27770270483e+11 33.8247953107 18827462914.9 0.273702903867
269 1 147.10414 22.36251 0.03421 21.9392766152 0.153335109441 0.494346941611 2.42498610298e+11 0.149316916052 2.36143860128e+11 8.90902240167 27219441075.0 0.200710962019
270 1 113.63372 41.21525 0.0428 99.1984905312 0.0332247686688 2.07558071259 1.07422469519e+12 0.0207953511247 6.72356215509e+11 33.6717681921 31902829963.1 0.0404738611582
271 1 162.00438 28.24637 0.02113 40.3947394119 0.149153371909 0.758833411846 7.9966066993e+11 0.111546839032 5.98039580917e+11 21.9825694602 36377033693.9 0.177620691504
272 1 222.88867 45.43847 0.03743 66.2412945139 0.0857316646268 1.0562739186 1.2360098089e+12 0.16320552223 2.35296523427e+12 48.1010858585 25696089533.9 0.221835252408
273 1 175.75854 23.94442 0.02301 61.9892406507 0.159477909117 1.23104312147 2.01352119171e+12 0.106056686354 1.33904053971e+12 76.8567281986 26198372464.0 0.173665918648
274 1 143.51845 17.83192 0.02741 41.6364453474 0.147590173505 0.875563163696 8.40674302979e+11 0.155331509193 8.84768986448e+11 27.9038345014 30127554796.7 0.207489204888
275 1 208.29166 17.33249 0.02578 26.8514277787 0.177378927025 0.433395216415 4.20203658645e+11 0.224080876547 5.3083872891e+11 11.8458367331 35472686996.5 0.317646246137
276 1 210.44214 18.80771 0.02759 58.0458698668 0.107805565148 1.15767956911 1.19345725042e+12 0.0772474282582 8.55164603089e+11 85.6110824649 13940452755.1 0.118609605101
277 1 178.22441 21.83545 0.03824 83.1648920884 0.0876186078491 1.44463996202 1.99112921236e+12 0.0581036724927 1.32040353625e+12 56.4675563182 35261472997.7 0.10561980242
278 1 220.80933 16.48832 0.03694 59.5741008753 0.0906422556975 1.16290886846 1.05698478676e+12 0.0741857456437 8.65084434808e+11 21.8161159307 48449723595.0 0.105666793282
279 1 229.82886 13.12608 0.0345 51.8870199823 0.353949084289 1.14967422476 3.13098717939e+12 0.216906974324 1.91873064763e+12 150.802195744 20762212141.2 0.36645015678
280 1 128.4171 9.96369 0.03076 26.173442197 0.0922366200261 0.498823533827 2.07609921428e+11 0.0488406035874 1.09932409388e+11 5.09407042306 40755212273.4 0.097679964009
281 1 130.64561 10.58484 0.00687 21.1984956145 0.17482642051 0.626017629746 2.58131014226e+11 0.222570149383 3.28624576473e+11 219.4377028 1176329367.89 0.303964907491
282 1 201.33423 18.4527 0.02211 35.5562243296 0.189003057514 0.889397345638 7.85096685483e+11 0.224993387431 9.34596323739e+11 24.9787492489 31430584360.3 0.355854039596
283 1 228.95038 18.37858 0.03813 46.2064533852 0.132756409898 0.906916724038 9.31287574646e+11 0.116666156925 8.184142853e+11 18.5840057587 50112316297.0 0.160269548625
284 1 250.80605 25.33955 0.05526 64.5926351456 0.167769276354 0.784248708672 2.29986039908e+12 0.142756129927 1.95696838587e+12 39.9746740949 57532936819.6 0.190727408715
285 1 135.79688 10.15199 0.02963 31.1873348476 0.117720636195 0.249796611913 3.76211585602e+11 0.143967342058 4.60090802947e+11 13.5981366917 27666407106.5 0.212508575733
286 1 194.69481 32.19212 0.05222 96.7109972151 0.0750072596551 2.03240909473 2.30503784848e+12 0.0625357586429 1.92177785481e+12 31.7956483056 72495387618.0 0.083409313947
287 1 208.91518 20.74351 0.0754 39.5705251471 0.247077766233 0.932783855769 1.27116033571e+12 0.218697064613 1.12514791724e+12 13.9393956173 91191926150.4 0.358479673535
288 1 208.5295 21.97492 0.06311 47.2112913704 0.218915067453 0.664308941634 1.60321014633e+12 0.118646423717 8.68899306669e+11 10.7244311019 1.49491393165e+11 0.2206317696
289 1 234.76411 13.63668 0.04987 65.1774743674 0.297323631372 1.41768712413 4.14999451145e+12 0.213749723621 2.98348360592e+12 60.8178710575 68236431813.3 0.362467387278
290 1 230.40024 14.38443 0.02472 45.1571634215 0.189160450399 0.88543341498 1.26737952166e+12 0.134057197069 8.98186412326e+11 152.92373757 8287657245.38 0.212625725734
291 1 38.70184 -7.68359 0.02199 44.060245738 0.0676101290926 1.01870052211 4.31249529338e+11 0.194566396769 1.24103692979e+12 13.5020266161 31939614814.8 0.269121768751
292 1 128.16814 19.5114 0.0211 24.640560037 0.292295961229 0.550253300186 5.83105317899e+11 0.216984465515 4.32865357466e+11 85.4087350673 6827232805.17 0.321562513763
293 1 126.5689 17.36244 0.06586 30.211471761 0.234374579527 0.605060259634 7.02873727049e+11 0.109804684575 3.29296923115e+11 5.76458469398 1.21929638363e+11 0.241677032678
294 1 192.89366 5.86355 0.0486 84.4517605492 0.142392269293 1.79608059899 3.33677455886e+12 0.130524040893 3.05865831856e+12 56.2525039084 59317796134.0 0.174876236019
295 1 162.97377 10.09928 0.02639 50.5416079714 0.0733509397476 0.559344640221 6.1564000174e+11 0.0614497123478 5.1575209734e+11 34.6051483266 17790416499.0 0.0820651100753
296 1 155.25168 27.23781 0.03826 47.7789826063 0.193497135134 1.05219304089 1.45134738164e+12 0.150830281942 1.13131977182e+12 48.0965950015 30175678373.7 0.242529852694
297 1 126.52253 13.00934 0.04434 27.0736502804 0.0903813638132 0.682143977091 2.17668487042e+11 0.0180428588808 43453225629.7 5.32186777856 40900769447.8 0.255350602622
298 1 177.89725 17.9306 0.03786 36.8255014832 0.124752619701 0.331588935201 5.55865925292e+11 0.0540937376837 2.4102792889e+11 17.543851041 31684373288.0 0.134122696318
299 1 139.15112 25.30267 0.04278 19.0131060249 0.0977239433911 0.420486578538 1.16072720196e+11 0.0228404573409 27129011807.1 2.9395473737 39486596213.7 0.167878600774
300 1 241.39937 16.52621 0.01554 14.1323304097 0.502465252871 0.546073182019 3.29728614901e+11 0.222202447836 1.45814073578e+11 69.2522454583 4761269655.86 0.541493393399
301 1 209.32874 15.45842 0.0183 96.7109972151 0.0640076946008 2.02786363375 1.96701171763e+12 0.150361002533 4.62072342553e+12 50.5207596317 38934721725.6 0.214849135347
302 1 138.35658 17.12411 0.05602 12.9524947682 0.115159866747 0.44384439322 63479141349.9 0.0247906831882 13665275297.0 1.86401820381 34055000761.3 0.243212937953
303 1 49.84565 0.82344 0.03374 49.1390700193 0.0394817724111 1.009400461 3.13237353199e+11 0.223036295356 1.76950766286e+12 16.0793950765 19480667755.8 0.298237908107
304 1 129.47226 12.78053 0.02998 33.4133243499 0.096023912796 0.736744036078 3.52242545229e+11 0.0204607962408 75055918212.6 13.4006258351 26285529464.4 0.209912206193
305 1 226.67404 23.64192 0.01622 10.1909683873 0.242331383323 0.262160223508 82692021546.5 0.152492740246 52035905499.2 3.03837792606 27215844624.6 0.27156965231
306 1 202.44556 6.46521 0.05399 56.7409106065 0.352480585719 0.763569378801 3.72864333695e+12 0.158660592844 1.67835842969e+12 69.0944330693 53964453738.5 0.392793527774
307 1 165.87407 16.37011 0.04662 36.8255014832 0.264103709202 0.618861235695 1.17677891687e+12 0.154430019266 6.88100865201e+11 13.5004337057 87166008331.4 0.279599213791
308 1 127.0458 10.54067 0.03073 54.3130298062 0.23203570003 0.950445399046 2.24898162997e+12 0.143108095967 1.38706017603e+12 97.7812675851 23000127585.9 0.263398190467
309 1 179.36128 7.46093 0.03209 26.4013719759 0.432311202247 0.686796907954 9.9008508978e+11 0.222686801917 5.10000391205e+11 21.9073637647 45194168518.6 0.475346045715
310 1 130.64226 11.69929 0.07742 51.7135165503 0.121457972523 0.375776285596 1.06722799337e+12 0.0936608772192 8.22980229091e+11 6.88786396078 1.54943245025e+11 0.141877714076
311 1 219.59496 18.11122 0.03032 17.1345400094 0.176336537691 0.535082924438 1.70102324365e+11 0.195090925185 1.88193668033e+11 6.65032034658 25578064739.7 0.309083141368
312 1 246.78293 9.09593 0.04615 87.025784488 0.323009814195 1.45610480729 8.03775289687e+12 0.188699285843 4.69557940584e+12 262.787659433 30586492966.2 0.344088776607
313 1 223.7484 18.03734 0.02023 20.9139391447 0.228619807538 0.635196367659 3.28555372902e+11 0.216249011962 3.10776986167e+11 9.07692516184 36196770056.4 0.313879126971
314 1 219.30681 19.42194 0.02987 53.310926786 0.196146032447 0.885609326009 1.8316185444e+12 0.21210820534 1.98067387586e+12 98.4311128759 18608125935.9 0.310842046563
